,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
3792,3792,990208970,1,1,19,35,4,99,#,0,N,47,1,a,756,0,20,99,0,1
3448,3448,947812004,1,2,44,1,4,1,11,0,T,35,1,L,6059,0,110,99,0,1
3311,3311,303288027,1,2,69,10,4,1,#,0,T,50,1,L,249,0,100,99,0,0
5147,5147,994640552,1,2,24,43,2,1,11,0,Q,23,1,L,530,0,100,99,0,0
2599,2599,252053564,1,1,62,**,4,1,12,500,C,60,1,L,1940,0,50,99,0,0
6186,6186,248977511,1,1,28,27,2,1,11,0,K,26,1,a,403,0,5,3,4,1
747,747,962312668,1,1,22,**,4,1,#,0,Q,43,1,L,716,0,80,99,0,0
3055,3055,601255639,1,2,49,27,3,8,#,0,K,30,1,L,88,0,60,99,0,1
3572,3572,200306998,1,1,40,4,2,8,#,0,H,20,1,L,19600,0,100,99,0,0
6992,6992,241240097,1,1,3,**,2,1,12,0,K,42,1,L,240,1,2,5,8,0
6730,6730,993659553,1,1,28,14,2,1,16,500,T,25,1,L,480,0,50,99,0,0
6282,6282,982454565,1,1,53,40,4,1,12,0,Q,50,1,L,1260,0,90,99,0,0
6642,6642,244061305,1,1,33,22,4,1,#,500,C,33,#,#,668,0,60,99,0,1
953,953,949478826,1,2,31,6,2,1,#,0,H,25,1,L,1098,0,60,99,0,0
1482,1482,258832445,1,2,63,14,2,1,#,500,T,63,#,9,1280,0,30,99,0,0
754,754,328751356,1,2,24,**,4,1,#,0,T,15,1,a,1358,0,30,8,2,2
4795,4795,959393174,1,2,70,43,3,1,11,0,T,66,1,L,1660,0,50,99,0,1
611,611,249001924,1,1,60,25,4,1,12,500,K,60,#,#,594,0,50,99,0,1
1185,1185,994324832,1,1,24,**,2,1,11,0,T,23,1,L,1510,1,3,10,3,0
883,883,942590526,1,2,37,13,4,1,#,0,T,30,1,L,1007,0,90,99,0,1
4047,4047,318280281,1,1,61,14,2,1,#,0,T,50,1,a,1920,1,3,10,3,0
3244,3244,259156764,1,2,26,34,4,1,#,0,N,26,1,a,1,0,30,99,0,0
107,107,996798100,1,2,19,14,4,1,12,0,T,49,1,L,324,0,100,99,0,0
618,618,242984211,1,2,39,27,2,6,#,500,K,39,1,L,19720,1,20,8,2,0
4652,4652,953727322,1,1,26,40,2,1,11,0,T,18,1,a,3000,0,3,5,6,1
3107,3107,973841732,1,2,49,22,4,1,#,0,C,45,1,L,120,0,110,99,0,1
5817,5817,904673914,1,2,43,43,2,99,#,0,Q,30,1,L,4700,0,100,99,0,1
5130,5130,942267206,1,1,25,14,2,17,#,0,T,19,1,L,3360,0,60,99,0,1
6541,6541,946570909,1,2,33,**,2,1,#,0,T,24,1,a,2527,0,80,12,1,1
7417,7417,973654586,1,1,20,27,2,1,#,0,K,38,1,a,2160,0,0,99,0,0
2881,2881,972719650,1,1,41,27,2,12,#,500,K,37,1,L,540,0,10,99,0,0
1816,1816,973602194,1,1,23,14,2,1,12,0,T,21,1,L,451,0,60,99,0,1
5801,5801,988890153,1,2,25,13,4,6,12,0,T,23,1,L,2649,0,0,99,0,1
5636,5636,967351015,1,1,51,**,2,1,#,0,K,47,1,L,480,0,60,99,0,0
4697,4697,982297045,1,2,23,**,2,1,#,0,N,18,1,a,996,0,90,99,0,0
4992,4992,604300446,1,2,37,30,4,1,#,0,K,20,1,L,400,0,130,99,0,1
340,340,252376696,1,2,38,27,2,1,#,500,K,37,#,9,1178,0,60,99,0,0
5945,5945,247742850,1,2,54,27,4,1,#,500,K,52,#,9,3470,0,50,99,0,0
2820,2820,316892413,1,1,60,11,4,99,#,0,T,45,1,a,5900,0,100,99,0,0
6534,6534,981558572,1,1,13,22,4,1,11,0,T,37,1,L,432,0,20,99,0,1
4355,4355,981676871,1,2,31,**,4,1,11,0,T,29,1,L,324,0,100,99,0,0
5509,5509,804590634,1,2,62,**,2,1,11,0,N,53,1,L,48740,0,50,99,0,0
5573,5573,992677722,1,2,48,21,2,1,11,500,C,47,1,L,1967,0,50,99,0,1
5554,5554,254987706,1,1,42,21,4,99,12,0,C,42,1,a,5700,0,30,99,0,1
106,106,250306909,1,1,40,27,3,22,#,500,K,39,#,9,540,0,10,99,0,0
4017,4017,945671588,1,2,27,13,2,6,11,0,T,21,1,L,540,0,60,99,0,0
3975,3975,984915256,1,1,35,13,3,1,16,500,T,34,1,L,600,0,50,99,0,0
2150,2150,252014761,1,2,33,21,4,1,#,500,C,32,#,9,4748,0,80,99,0,0
7018,7018,248771697,1,2,35,40,2,1,12,0,Q,35,1,L,12960,0,50,99,0,0
5742,5742,979190667,1,2,20,3,2,1,12,0,H,43,1,L,4270,0,70,99,0,2
3909,3909,315183723,1,2,60,14,4,1,#,0,T,41,1,L,505,0,100,99,0,0
6689,6689,941399002,1,2,28,13,4,1,#,0,T,20,1,L,1007,0,100,99,0,1
995,995,972108696,1,1,15,13,4,1,#,0,T,51,1,L,1058,0,20,99,0,1
1729,1729,942977909,1,1,26,23,4,1,#,0,C,19,1,L,740,0,80,99,0,1
7226,7226,991039661,1,1,46,34,2,1,12,500,N,44,1,L,324,0,50,99,0,1
589,589,242124525,1,1,47,**,4,1,11,0,T,44,1,L,108,0,50,10,1,0
2406,2406,508055614,1,1,58,21,2,1,#,0,C,46,1,L,11650,0,100,99,0,1
631,631,254303967,1,2,61,**,4,1,#,500,Q,59,1,L,120,0,50,99,0,0
1746,1746,985751550,1,2,33,1,4,1,12,0,D,31,1,L,227,0,100,99,0,1
3389,3389,988744524,1,1,20,14,4,1,12,0,Q,19,1,L,38678,0,80,99,0,1
3808,3808,996845875,1,1,31,**,4,1,12,0,H,28,1,a,2322,0,90,99,0,1
315,315,240973914,1,1,43,14,2,99,#,0,T,43,1,R,480,0,50,99,0,0
5160,5160,614126623,1,1,35,28,2,1,#,0,K,21,1,L,2400,0,3,3,8,0
4771,4771,970320528,1,2,46,29,4,1,11,0,K,41,1,a,1440,0,100,99,0,1
5624,5624,340463066,1,1,50,**,4,1,#,0,T,41,1,L,500,0,90,99,0,1
7452,7452,252702526,1,2,36,47,4,1,12,0,Q,34,1,a,1,0,70,99,0,0
2338,2338,606097318,1,2,37,13,4,1,#,0,K,26,1,L,12852,0,130,99,0,0
2980,2980,328546719,1,1,29,13,4,20,11,0,T,22,1,L,1058,0,100,99,0,1
5214,5214,328573023,1,2,28,13,4,20,12,0,T,21,1,L,980,0,110,99,0,0
4748,4748,958468904,1,2,32,22,4,1,11,0,C,25,1,a,490,0,100,99,0,0
3171,3171,240014185,1,2,44,27,2,8,12,500,K,44,1,L,5877,0,50,99,0,1
3936,3936,204955481,1,#,0,4,4,1,#,0,H,48,1,0,1,0,80,99,0,0
710,710,516712466,1,1,60,23,2,1,#,0,C,50,1,L,980,0,70,99,0,0
2518,2518,903578981,1,1,47,40,4,99,#,0,Q,32,1,L,324,0,100,99,0,0
2658,2658,257584202,1,1,39,**,2,1,16,500,K,39,1,L,1,0,30,99,0,0
6270,6270,941043539,1,1,50,13,2,1,#,0,T,43,1,L,324,0,100,12,1,0
2539,2539,247633004,1,1,55,**,4,1,#,500,T,54,#,#,480,0,40,99,0,0
2933,2933,605364876,1,1,33,46,2,1,#,0,K,19,1,L,1007,0,110,99,0,1
2476,2476,997276566,1,1,16,**,2,1,#,500,T,51,#,#,1058,0,20,99,0,1
2508,2508,996835807,1,2,33,3,2,1,11,0,H,30,1,a,5230,0,50,99,0,1
3693,3693,253519830,1,2,39,13,4,1,11,500,T,39,#,9,1,0,30,99,0,0
1079,1079,243403800,1,2,33,1,4,1,12,0,T,32,1,L,882,0,70,99,0,0
4257,4257,985976506,1,1,24,1,2,1,11,0,D,25,1,L,648,1,100,10,3,0
4078,4078,240578353,1,2,19,**,2,1,#,0,D,43,1,L,6279,0,20,99,0,0
437,437,607237683,1,1,70,30,4,20,12,0,K,61,1,L,267,0,50,99,0,0
3170,3170,248950836,1,1,33,13,2,1,12,0,T,33,1,L,1007,0,50,99,0,1
3991,3991,326051413,1,1,39,22,4,99,#,0,T,25,1,a,324,0,100,99,0,0
1990,1990,988621894,1,1,41,28,4,1,12,0,K,39,1,L,2149,1,3,4,8,1
5351,5351,968915923,1,1,39,**,1,1,12,0,Q,35,1,L,324,0,100,8,1,0
7130,7130,245890626,1,2,45,14,4,1,#,500,T,47,1,L,7400,0,80,99,0,1
6450,6450,969416721,1,2,34,10,2,1,11,0,T,31,1,L,480,0,20,99,0,0
6837,6837,256222171,1,2,57,5,4,1,12,0,H,57,1,a,1,0,30,99,0,0
46,46,901797960,1,1,50,40,2,99,#,0,Q,33,1,L,648,0,80,99,0,0
6960,6960,245339634,1,2,45,42,2,8,#,500,Q,45,#,#,1665,1,0,3,9,1
2465,2465,507894135,1,2,41,21,2,1,#,0,C,28,0,L,120,0,60,99,0,0
7471,7471,942145985,1,1,37,30,2,1,11,0,K,28,1,L,1080,0,100,99,0,0
2898,2898,247790865,1,1,23,13,3,1,#,500,T,22,0,9,1760,1,3,6,7,0
5258,5258,250605826,1,1,15,1,2,99,#,0,D,48,1,L,1700,0,20,99,0,1
6121,6121,945518793,1,1,34,25,4,1,#,0,K,27,1,L,1080,0,100,99,0,0
1270,1270,982156777,1,1,67,26,2,1,11,0,T,64,1,L,2604,0,50,99,0,0
5962,5962,997059386,1,2,75,1,3,8,#,0,D,72,1,L,1200,1,3,10,3,0
2107,2107,801061178,1,2,46,34,2,99,#,0,N,28,1,L,100,0,90,99,0,0
132,132,992565664,1,2,43,4,2,1,#,0,H,42,1,L,1,0,50,99,0,0
4609,4609,986259230,1,2,52,**,4,1,12,0,T,51,1,L,370,0,90,99,0,1
2242,2242,995806391,1,1,23,11,4,17,#,0,T,20,1,a,15284,0,70,99,0,0
3786,3786,982825816,1,1,17,22,2,10,#,0,C,44,1,L,1620,0,100,99,0,0
5907,5907,515867816,1,1,20,**,4,1,#,0,C,38,1,L,1547,0,110,99,0,1
5353,5353,964896734,1,2,20,9,2,1,11,0,T,37,1,a,1188,0,100,99,0,0
5284,5284,240919193,1,2,11,**,2,1,#,0,Q,43,1,L,120,0,2,99,0,0
425,425,964519390,1,1,65,14,4,1,11,0,T,58,1,L,100,0,100,99,0,0
449,449,991031031,1,1,55,11,4,1,#,500,T,52,1,L,320,0,80,99,0,0
2981,2981,508270646,1,1,53,23,2,1,#,0,C,42,1,L,50002,1,80,3,8,1
913,913,996575051,1,1,32,45,2,1,#,500,Q,31,1,L,315,0,50,99,0,0
6594,6594,954380528,1,2,28,22,2,1,11,0,C,20,1,a,1404,0,70,99,0,1
753,753,961784130,1,2,20,**,2,17,#,0,K,13,1,a,2400,0,10,3,1,1
4645,4645,515340073,1,2,31,23,4,11,#,0,C,19,1,L,159,0,100,99,0,1
6214,6214,241686515,1,2,20,14,2,8,12,0,T,18,1,a,9469,0,10,6,3,1
885,885,943555623,1,1,44,**,2,1,#,0,N,35,1,L,1007,0,10,3,7,1
832,832,253500322,1,2,41,23,4,1,#,0,C,41,1,a,1360,0,30,99,0,1
5357,5357,246097706,1,2,34,35,3,1,#,0,N,34,1,R,1007,1,0,4,7,1
5167,5167,244563230,1,2,28,30,4,1,#,500,K,26,1,L,480,0,90,99,0,1
7342,7342,247937191,1,2,47,47,2,1,#,0,Q,45,1,a,280,0,40,99,0,0
3824,3824,974679047,1,2,31,27,3,8,#,0,K,29,61,P,120,0,40,99,0,0
2388,2388,507000205,1,1,27,23,4,99,#,0,C,13,1,L,432,0,140,99,0,0
3290,3290,801301465,1,2,53,35,2,99,#,0,N,36,1,L,302,0,100,99,0,0
6863,6863,700368871,1,1,47,18,2,1,#,0,R,29,1,L,39388,0,90,99,0,1
4648,4648,317889347,1,2,51,14,4,1,#,0,T,44,1,L,10100,0,140,99,0,2
3816,3816,961698322,1,1,19,22,3,1,#,0,C,36,1,L,2970,0,100,99,0,0
3204,3204,315687107,1,2,58,14,2,1,#,0,T,40,1,a,2610,0,60,99,0,1
1207,1207,945617383,1,2,26,27,4,17,#,0,K,20,1,L,9720,0,100,99,0,0
4691,4691,340257637,1,1,42,11,2,1,12,0,T,34,1,L,2789,0,60,99,0,1
3336,3336,244972098,1,1,35,23,2,1,#,0,C,35,1,R,14880,0,20,8,4,0
6084,6084,605440951,1,1,36,28,2,99,#,0,K,19,1,a,1058,0,70,99,0,1
1055,1055,982261553,1,2,43,**,2,1,12,0,N,41,1,L,324,0,100,6,1,0
3811,3811,314295607,1,1,35,13,4,8,#,0,T,43,1,L,324,0,100,99,0,0
6989,6989,996785405,1,2,33,13,4,1,12,500,T,33,1,L,226,0,90,99,0,1
2444,2444,615858166,1,1,40,27,2,1,11,0,K,31,1,L,324,0,100,99,0,0
6556,6556,960060396,1,2,43,**,4,1,11,0,T,36,1,a,47660,0,100,99,0,0
5771,5771,954075348,1,2,47,27,3,6,#,0,K,39,1,a,3500,0,30,8,1,0
6335,6335,942584831,1,2,44,11,4,1,11,0,T,35,1,L,2700,0,140,99,0,1
6887,6887,971205873,1,1,24,23,2,1,12,0,K,18,1,a,324,0,100,3,4,0
1865,1865,250031116,1,2,15,27,2,1,#,500,K,43,0,#,1,0,20,99,0,0
125,125,244867931,1,1,59,23,4,1,12,0,C,59,1,L,960,0,50,99,0,0
3774,3774,958123842,1,1,59,28,2,1,#,0,K,52,1,L,302,0,100,99,0,0
1553,1553,257426955,1,2,40,21,2,1,#,0,C,40,1,a,300,0,30,99,0,0
4107,4107,953483659,1,1,19,12,2,1,#,0,T,50,1,L,100,0,100,99,0,0
2889,2889,614889051,1,2,58,14,4,99,#,0,K,45,1,L,324,0,100,99,0,0
637,637,946671527,1,1,30,27,4,10,12,0,K,21,1,L,36830,0,30,99,0,1
4509,4509,964846424,1,1,23,27,2,1,11,0,T,16,1,a,2000,1,100,3,8,0
5837,5837,246652076,1,2,42,27,2,1,11,0,K,42,1,L,2000,0,10,99,0,1
6625,6625,973268111,1,2,14,**,2,1,#,0,K,69,1,L,360,0,50,99,0,0
5987,5987,600893155,1,2,50,27,4,99,#,0,K,29,1,L,3078,0,120,99,0,1
1638,1638,962918550,1,2,44,**,4,1,12,0,C,39,1,L,240,0,110,99,0,0
881,881,508752271,1,1,32,23,2,99,#,0,C,20,1,L,2380,0,10,3,2,1
3007,3007,606373935,1,2,28,27,2,1,#,0,K,46,1,L,684,0,90,99,0,1
171,171,307447867,1,1,42,13,2,1,#,0,T,30,1,L,1519,0,100,99,0,0
6266,6266,945398014,1,2,30,1,4,1,#,0,D,23,1,L,750,0,100,99,0,1
2224,2224,613110468,1,1,52,27,4,8,#,0,K,33,1,a,372,0,80,99,0,1
4723,4723,969830438,1,2,35,27,4,1,11,0,K,31,1,L,628,0,100,99,0,1
4248,4248,258333879,1,2,37,27,4,1,12,0,K,36,1,a,3600,0,30,99,0,0
2545,2545,703443846,1,2,43,17,4,99,#,0,R,31,1,R,324,0,100,99,0,0
755,755,965933590,1,2,39,**,2,1,12,0,S,32,1,L,7057,0,70,99,0,1
4157,4157,994504823,1,1,20,13,2,1,#,0,T,19,1,L,47510,0,50,99,0,0
2046,2046,507848282,1,1,34,23,2,1,#,0,C,21,1,L,540,0,100,99,0,0
275,275,205037849,1,1,57,7,4,1,#,0,H,49,1,L,720,0,80,99,0,0
5523,5523,942852362,1,2,40,13,4,10,#,0,T,33,1,L,2200,0,100,99,0,0
3321,3321,258208918,1,1,55,11,4,1,12,0,T,54,1,a,594,0,30,99,0,0
5954,5954,993252377,1,2,56,33,2,1,11,0,N,55,1,L,500,0,50,99,0,1
299,299,955806492,1,2,34,23,2,1,12,0,C,29,1,L,648,0,70,99,0,1
6606,6606,605185080,1,2,43,27,2,1,#,0,K,28,1,L,360,0,100,99,0,0
4441,4441,986232924,1,1,50,**,4,1,11,500,N,48,1,L,1224,0,110,99,0,0
4403,4403,988844545,1,1,44,14,4,1,12,500,T,42,1,L,240,0,90,99,0,0
490,490,248967918,1,1,41,22,2,1,16,500,C,41,1,L,120,0,50,99,0,0
1505,1505,953457672,1,1,20,47,4,17,#,0,Q,15,1,L,1658,0,60,99,0,1
6862,6862,506400275,1,2,42,23,2,1,#,0,C,25,1,a,324,0,100,99,0,0
3012,3012,246232556,1,2,57,12,2,26,12,500,T,57,1,L,240,1,40,99,0,0
3414,3414,955706197,1,2,32,12,2,10,#,0,T,28,1,L,1480,0,100,99,0,1
1377,1377,988113370,1,2,44,44,4,1,12,0,Q,40,1,a,540,0,100,99,0,0
3784,3784,955521660,1,1,43,**,2,1,#,0,H,38,1,L,888,0,50,99,0,0
4838,4838,247751457,1,1,35,22,4,10,11,0,C,35,1,L,240,0,60,10,1,0
3900,3900,244529593,1,1,35,8,4,1,#,0,T,35,1,L,599,0,70,99,0,1
1958,1958,606870248,1,2,25,**,2,1,#,0,K,16,1,L,324,0,80,99,0,1
7215,7215,325884280,1,2,75,12,2,20,#,0,T,63,1,L,324,1,100,10,3,0
6954,6954,513006431,1,1,68,22,2,1,#,0,C,50,1,L,4690,0,50,99,0,0
4545,4545,986328927,1,1,42,**,4,1,12,500,K,41,1,L,22251,0,110,99,0,1
3264,3264,951599454,1,2,33,1,2,1,#,0,D,25,1,R,2268,1,3,3,10,0
6857,6857,301002460,1,1,62,8,2,99,#,0,T,40,1,L,324,0,100,3,6,0
3504,3504,607524670,1,1,30,13,4,1,11,0,K,24,1,L,1110,0,100,99,0,1
1999,1999,956153073,1,1,57,14,4,1,#,0,T,53,1,L,2008,0,80,99,0,0
3713,3713,966112705,1,2,69,13,2,99,12,0,T,65,1,L,191,0,50,99,0,1
4742,4742,989431776,1,1,43,22,4,1,12,500,C,42,1,L,324,0,100,99,0,0
6780,6780,979894804,1,2,16,**,2,1,12,0,C,44,1,L,9960,0,20,5,2,0
3554,3554,980425817,1,1,44,28,2,1,#,0,K,42,1,L,324,0,20,5,1,0
4433,4433,304457025,1,2,27,14,4,1,#,0,T,12,1,L,1585,0,100,99,0,1
5529,5529,324758595,1,2,32,28,3,1,#,0,T,15,1,a,4790,0,70,99,0,0
6809,6809,326077228,1,1,50,9,4,99,#,0,T,38,1,L,9900,0,130,99,0,0
3250,3250,940047681,1,2,31,**,2,1,#,0,T,24,1,L,864,0,100,99,0,0
1512,1512,103737123,1,2,22,1,4,1,#,0,D,46,1,L,1500,0,100,99,0,1
3575,3575,513495371,1,2,45,21,4,1,#,0,C,26,1,L,756,0,100,99,0,0
3181,3181,509046769,1,2,56,21,2,8,#,0,C,48,1,L,324,1,100,10,3,0
2500,2500,600359504,1,1,74,24,4,1,#,0,K,53,1,L,360,0,50,99,0,0
579,579,983329662,1,2,43,24,4,1,#,0,C,41,1,L,6744,0,90,99,0,0
2972,2972,907166450,1,2,35,41,2,1,#,0,Q,24,1,a,2034,0,50,99,0,1
5938,5938,614251949,1,2,20,25,2,8,#,0,K,40,1,L,2678,0,50,99,0,1
2451,2451,306195894,1,1,45,13,4,1,#,0,T,31,1,L,480,0,100,99,0,1
1147,1147,403675216,1,2,39,38,2,1,#,0,S,27,1,a,324,0,100,99,0,0
1862,1862,403493339,1,2,25,38,3,1,#,0,S,15,1,L,3438,0,90,99,0,1
4780,4780,516416986,1,1,57,23,4,1,#,0,C,47,1,L,1100,0,100,99,0,0
3210,3210,308291864,1,1,32,13,4,8,#,0,T,20,1,L,2800,0,80,99,0,1
6252,6252,200425181,1,1,69,4,2,8,#,0,H,49,1,L,1,0,10,4,2,0
5977,5977,251165583,1,2,15,22,2,1,#,0,C,38,1,a,2095,0,20,99,0,1
427,427,947025982,1,2,60,13,2,1,11,0,T,52,1,L,20870,0,80,99,0,0
2402,2402,340256836,1,1,19,**,4,1,#,0,T,11,1,L,15540,0,90,99,0,0
3209,3209,951271344,1,2,21,27,2,6,12,0,K,15,1,L,100,0,100,99,0,0
6663,6663,800806801,1,2,51,33,2,99,#,0,N,30,1,a,324,0,100,99,0,0
2536,2536,514629628,1,1,34,**,2,8,#,0,C,20,1,L,108,0,60,99,0,0
1938,1938,952794148,1,1,21,21,2,1,#,0,C,46,1,L,100,0,60,99,0,0
87,87,993491441,1,2,28,34,4,1,12,0,N,27,1,L,900,0,80,99,0,1
2393,2393,315552227,1,1,51,13,2,1,#,0,T,35,1,L,2200,0,60,99,0,1
1695,1695,804627608,1,1,28,**,4,1,#,0,N,19,1,L,58060,0,120,99,0,0
3067,3067,991942145,1,1,38,33,2,1,#,0,N,37,1,L,3000,1,3,99,0,0
443,443,248297333,1,1,20,**,3,1,12,0,T,18,1,a,18260,0,20,6,2,0
5827,5827,242249393,1,1,4,27,4,1,#,500,K,44,1,L,1460,0,2,99,0,0
2202,2202,323167614,1,2,46,8,2,1,#,0,T,29,1,L,6480,0,80,99,0,0
7200,7200,962226654,1,1,52,27,4,1,#,0,K,45,1,L,540,0,100,99,0,1
5937,5937,253350702,1,1,46,**,4,1,12,0,K,46,1,a,1,0,50,99,0,0
5269,5269,604628560,1,2,34,22,2,1,#,0,K,18,1,L,108,0,100,99,0,0
2115,2115,310290821,1,1,48,14,4,1,#,0,T,28,1,L,200,0,130,99,0,0
6802,6802,252502064,1,2,32,**,4,1,12,0,Q,30,1,a,461,0,100,99,0,0
2273,2273,958668103,1,2,20,26,4,1,#,0,K,47,1,a,12800,0,20,99,0,0
768,768,954651043,1,1,31,**,4,1,11,0,D,25,1,L,250,0,100,99,0,0
2867,2867,977769841,1,2,48,**,4,1,11,500,Q,45,1,L,952,0,100,99,0,0
3609,3609,988615674,1,1,19,14,2,1,12,0,T,17,1,L,120,1,10,4,8,0
5436,5436,603287539,1,1,45,27,4,1,#,0,K,24,1,L,2400,0,130,99,0,0
3894,3894,203195125,1,1,48,13,4,99,#,0,H,32,1,L,360,0,100,99,0,0
3123,3123,973269999,1,1,50,**,2,1,12,0,T,44,1,L,6000,0,60,99,0,1
3137,3137,616151272,1,2,25,25,2,1,#,0,K,43,1,a,324,0,100,99,0,0
1931,1931,249814424,1,1,40,**,4,1,#,500,K,40,#,#,2616,0,40,99,0,0
5036,5036,946660654,1,2,39,4,4,1,#,0,H,30,1,a,120,0,90,99,0,0
542,542,254308223,1,1,16,47,2,8,#,0,Q,16,1,a,360,1,20,99,0,0
3537,3537,954699894,1,1,29,11,2,1,11,0,T,24,1,L,980,0,3,10,3,0
135,135,966310106,1,2,25,**,2,1,11,0,R,21,1,a,490,0,70,99,0,0
134,134,240595163,1,1,15,10,4,99,#,0,T,49,1,L,537,0,20,99,0,1
6297,6297,960054181,1,2,23,26,2,1,11,0,R,19,1,L,1940,0,80,99,0,0
4270,4270,941492368,1,2,26,13,4,17,#,0,T,20,1,L,1304,0,90,99,0,1
5791,5791,988700981,1,1,13,**,2,1,12,0,K,49,1,a,477,0,2,99,0,0
4033,4033,977809923,1,1,44,13,4,1,16,500,T,40,1,L,1000,0,100,99,0,0
7207,7207,615153047,1,2,45,26,4,1,#,0,K,33,1,L,324,0,100,99,0,0
2558,2558,982812005,1,2,47,**,4,1,#,500,R,45,1,L,324,0,100,99,0,0
1164,1164,256754885,1,2,60,34,4,1,12,500,N,60,1,L,183,0,30,99,0,0
1071,1071,961569724,1,2,44,42,4,1,#,0,Q,39,1,a,680,0,80,99,0,1
4896,4896,977661608,1,2,43,1,4,1,11,0,D,40,1,L,2512,0,100,99,0,0
4287,4287,254326423,1,2,48,29,2,1,12,500,K,47,1,L,480,0,60,99,0,0
4407,4407,326389768,1,2,43,**,2,1,11,0,T,30,1,a,600,0,100,99,0,0
2512,2512,987449638,1,1,24,13,2,1,#,0,T,20,1,a,540,0,100,3,1,0
2353,2353,250704068,1,1,12,**,1,1,#,0,K,42,1,L,120,0,3,99,0,0
4834,4834,607048937,1,2,76,**,4,1,12,0,K,65,1,L,410,0,100,99,0,0
2075,2075,244343507,1,2,42,**,4,1,#,500,T,42,1,L,240,0,90,99,0,0
7184,7184,245165123,1,1,34,27,4,1,11,0,K,32,1,L,3900,0,80,99,0,0
5765,5765,247054444,1,2,30,23,4,1,12,0,C,30,1,L,500,0,90,99,0,2
7545,7545,991060382,1,2,37,**,4,1,12,0,C,36,1,L,2000,0,100,99,0,1
4005,4005,960507285,1,2,31,**,2,1,11,0,C,26,1,L,1480,0,70,99,0,0
4020,4020,204883036,1,1,34,3,4,1,#,0,H,25,1,L,324,0,100,99,0,0
388,388,962326091,1,1,22,**,4,1,11,0,K,16,1,L,480,0,110,99,0,0
155,155,988081835,1,1,54,**,2,1,#,0,T,52,1,L,324,0,50,99,0,0
7050,7050,965334491,1,1,48,**,2,1,11,0,T,44,1,L,1771,0,40,12,1,1
1237,1237,987966479,1,2,30,22,4,1,12,0,C,26,1,a,1599,0,100,99,0,1
4083,4083,958984613,1,2,21,4,4,1,11,0,H,39,1,L,2678,0,90,99,0,2
6757,6757,103964959,1,2,45,1,2,1,#,0,D,32,1,L,302,0,60,99,0,0
6717,6717,245968728,1,2,19,40,4,8,12,0,Q,16,1,a,1920,0,3,7,6,0
2174,2174,986495927,1,1,41,28,4,1,#,0,K,39,1,L,120,0,90,99,0,0
7444,7444,503064717,1,2,44,21,2,1,#,0,C,24,1,L,2700,0,80,99,0,0
1385,1385,956018801,1,1,26,1,4,1,11,0,D,21,1,L,500,0,110,99,0,0
1586,1586,507804417,1,2,57,23,3,1,#,0,C,45,1,L,480,0,60,99,0,0
698,698,325588726,1,1,35,14,2,8,#,0,T,22,1,L,1750,0,50,99,0,0
1080,1080,962834396,1,1,57,**,4,1,11,0,T,53,1,L,216,0,100,99,0,0
3679,3679,314887580,1,1,36,19,4,99,#,0,T,16,1,a,540,0,100,99,0,0
6845,6845,613869150,1,1,45,28,4,1,#,0,K,31,1,L,324,0,90,99,0,0
1808,1808,328286369,1,1,21,14,4,20,12,0,T,12,1,L,980,0,90,99,0,1
6631,6631,955528773,1,1,59,11,2,1,#,0,T,53,1,a,240,0,50,99,0,0
6538,6538,986961937,1,1,35,1,2,1,11,0,D,33,1,L,360,0,50,99,0,0
1968,1968,258901603,1,1,26,13,4,1,12,0,K,26,1,a,1,0,30,99,0,0
7069,7069,607552973,1,1,49,**,4,1,11,0,T,42,1,L,9340,0,100,99,0,0
4280,4280,253991790,1,1,27,27,2,1,#,500,K,27,#,9,100,0,50,99,0,0
2603,2603,963229101,1,1,66,**,4,1,#,0,T,62,1,L,108,0,100,99,0,0
6202,6202,995969498,1,2,49,40,4,1,#,0,Q,49,1,L,1180,0,60,99,0,1
6110,6110,977300453,1,1,40,29,4,1,11,0,K,38,1,L,3270,0,100,99,0,0
5046,5046,995321882,1,1,40,15,4,8,#,500,T,39,1,L,1168,0,60,99,0,0
3260,3260,964678397,1,2,28,13,3,1,11,0,T,24,1,L,400,0,70,99,0,0
4827,4827,950842396,1,2,32,25,2,1,11,0,T,26,1,L,505,0,20,4,1,1
2014,2014,961690285,1,1,19,12,2,1,11,0,T,49,1,a,1460,1,10,3,8,0
6599,6599,607299832,1,2,43,26,4,8,#,0,K,35,1,L,270,0,100,99,0,0
4253,4253,314183664,1,1,44,14,2,8,#,0,T,26,1,L,240,0,50,99,0,0
6359,6359,951296762,1,2,52,**,4,1,#,0,T,44,1,L,626,0,100,99,0,0
3145,3145,963665499,1,1,37,13,2,1,11,0,T,32,1,L,240,0,90,99,0,1
6861,6861,989460683,1,2,31,11,4,1,11,500,T,29,1,L,480,0,100,99,0,0
4841,4841,205331961,1,1,24,15,2,20,#,0,H,15,1,L,120,0,50,99,0,0
629,629,940155239,1,1,22,10,2,1,#,0,T,42,1,a,1007,0,30,8,1,1
1241,1241,250639976,1,2,43,1,2,1,12,0,D,43,1,a,1480,0,40,99,0,1
148,148,254730510,1,2,23,30,4,1,12,0,K,22,1,a,1007,0,80,99,0,0
