,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
5541,5541,245380828,1,2,41,21,2,1,#,500,C,41,#,#,120,1,3,6,7,0
3557,3557,962979038,1,2,30,**,2,1,12,0,T,25,1,L,2004,0,0,3,2,1
7424,7424,313327539,1,2,44,14,4,1,#,0,T,26,1,L,555,0,150,99,0,1
5579,5579,943364913,1,2,71,**,4,1,12,0,D,65,1,L,1500,0,50,99,0,1
7275,7275,248471787,1,1,29,38,4,1,#,500,S,29,#,#,8600,0,60,99,0,0
6815,6815,954157646,1,1,17,14,4,1,#,0,T,38,1,L,490,0,100,99,0,0
5584,5584,947823680,1,1,39,**,4,1,12,0,T,31,1,a,324,0,100,99,0,0
4397,4397,614942405,1,1,39,27,2,1,#,0,K,27,1,L,2800,0,60,99,0,0
3934,3934,957189211,1,1,22,12,3,17,#,0,T,17,1,L,9750,1,0,9,4,1
4335,4335,248933464,1,2,52,**,4,1,#,500,K,50,1,L,324,0,90,99,0,1
5961,5961,804365541,1,1,44,35,4,1,#,0,N,32,1,a,756,0,100,99,0,0
1635,1635,986751984,1,1,30,**,2,1,11,0,T,29,1,L,12000,0,60,99,0,0
3221,3221,953798328,1,1,27,11,4,1,11,0,T,20,1,a,216,0,100,99,0,0
149,149,963140627,1,1,20,28,2,1,#,0,K,40,1,L,4163,0,50,99,0,1
583,583,204938286,1,2,45,4,2,1,#,0,H,36,1,L,730,1,10,6,1,1
3353,3353,248435734,1,2,22,1,2,28,12,0,D,20,1,L,5389,0,30,99,0,1
4559,4559,103610506,1,2,60,1,2,1,#,0,D,47,0,0,648,0,100,99,0,0
1450,1450,997541376,1,2,9,40,2,1,#,0,Q,40,1,L,130,0,0,3,2,0
1278,1278,249109428,1,1,33,13,4,6,#,500,T,31,1,L,2690,0,50,99,0,0
2049,2049,251572815,1,1,41,10,3,1,#,500,T,40,1,L,500,0,50,99,0,0
5500,5500,983960640,1,1,14,12,2,8,#,0,T,12,1,L,1,0,20,99,0,0
531,531,603695967,1,2,37,25,4,1,#,0,K,18,1,a,4120,0,140,99,0,0
4315,4315,982350400,1,1,50,**,2,1,12,0,C,46,1,a,1000,0,50,99,0,0
6959,6959,318162431,1,1,31,14,3,1,#,0,T,22,1,L,540,0,60,99,0,0
7402,7402,303427752,1,1,44,11,2,1,#,0,T,25,1,L,120,0,50,11,2,0
3269,3269,254926486,1,1,59,**,2,1,#,0,T,59,1,L,9574,0,10,99,0,1
4913,4913,340312856,1,1,35,**,2,1,11,0,T,25,1,a,240,0,70,99,0,1
5052,5052,259126573,1,2,33,40,2,1,11,0,Q,32,1,a,1847,1,30,99,0,0
5289,5289,315234495,1,2,48,13,4,1,#,0,T,32,1,L,476,0,150,99,0,1
1448,1448,951532594,1,2,58,**,2,1,#,0,C,52,1,L,10640,0,60,99,0,1
3715,3715,967408356,1,2,49,**,2,1,11,0,T,43,1,a,8679,0,60,99,0,1
2823,2823,960920196,1,1,35,27,2,1,#,0,T,31,1,L,309,0,50,99,0,0
1991,1991,990855020,1,2,41,14,4,1,#,0,T,40,1,L,600,0,100,99,0,0
2079,2079,982017593,1,1,48,**,2,1,12,500,T,46,1,L,324,0,100,99,0,0
2420,2420,246252614,1,2,22,12,2,1,11,0,T,50,1,L,1080,0,50,99,0,1
6601,6601,509329316,1,1,25,23,2,99,12,0,C,17,1,a,480,0,80,99,0,0
7132,7132,243509738,1,1,18,**,1,1,12,0,T,18,1,L,529,0,3,3,8,1
516,516,246805303,1,1,52,11,2,1,11,500,T,50,1,L,1023,0,50,99,0,1
3234,3234,403008771,1,2,33,47,4,1,#,0,S,16,1,L,324,0,100,99,0,1
551,551,984620357,1,2,28,14,4,1,11,0,T,24,1,a,199,0,90,99,0,1
2080,2080,943840532,1,2,33,11,4,1,#,0,T,24,1,a,324,0,100,99,0,0
6018,6018,313810635,1,2,39,13,4,8,#,0,T,21,1,L,540,0,100,99,0,1
1394,1394,965006086,1,1,31,14,4,1,11,0,T,27,1,L,130,0,130,99,0,0
7077,7077,309924447,1,2,78,**,2,1,11,0,T,69,1,L,1,0,30,99,0,0
700,700,985343867,1,2,53,5,4,1,12,0,H,51,1,L,1058,0,80,99,0,1
6160,6160,259991086,1,1,23,13,4,1,12,0,T,23,1,a,922,0,30,99,0,0
563,563,940637650,1,1,37,14,2,1,11,0,T,27,1,a,10000,0,50,99,0,0
483,483,246057557,1,2,53,22,90,99,#,0,T,52,1,R,2527,0,100,99,0,1
4396,4396,327179044,1,1,42,11,4,1,11,0,T,32,1,L,600,0,110,99,0,0
4989,4989,969101502,1,2,24,13,2,1,12,0,T,20,1,L,162,0,10,3,2,2
3759,3759,255523951,1,2,39,**,2,1,11,500,T,45,#,9,240,0,30,99,0,0
5781,5781,983606479,1,1,42,**,2,1,#,0,T,41,1,L,810,0,50,99,0,0
3592,3592,951762779,1,1,26,26,3,1,12,0,K,19,1,L,1360,0,80,99,0,0
428,428,501294544,1,2,54,21,4,1,#,0,C,33,1,L,5,0,120,99,0,1
5933,5933,948926218,1,1,59,29,4,1,11,0,K,54,1,L,756,0,50,99,0,1
612,612,962063047,1,1,19,43,2,99,#,0,Q,53,1,L,2149,0,50,99,0,1
5177,5177,941399603,1,2,28,11,2,17,12,0,T,19,1,a,9820,0,80,99,0,1
4720,4720,507053074,1,2,52,23,2,1,#,0,C,38,1,L,240,0,40,7,1,0
4205,4205,906593083,1,1,57,40,3,1,#,0,Q,45,1,a,2600,0,70,99,0,0
3066,3066,971608174,1,1,34,33,4,1,11,0,N,30,1,L,2020,0,90,99,0,0
6767,6767,986623353,1,1,41,37,2,1,#,0,S,37,1,M,1007,0,20,4,2,1
5305,5305,966459248,1,1,50,**,2,1,#,0,T,46,1,L,230,0,60,99,0,0
1912,1912,983000419,1,2,999,23,2,1,12,0,C,29,1,L,1480,0,100,99,0,0
2446,2446,990459150,1,1,52,11,2,1,#,0,T,49,1,L,5820,0,50,99,0,1
3876,3876,246817357,1,2,49,32,2,1,12,0,N,49,1,L,1560,0,50,99,0,1
2280,2280,964900360,1,2,39,**,4,1,11,0,S,35,1,L,324,0,100,99,0,0
1957,1957,616193886,1,2,34,27,4,1,#,0,K,27,1,L,723,0,100,99,0,1
735,735,944564552,1,2,27,14,2,1,#,0,T,21,1,L,36040,0,40,7,1,0
5131,5131,973642058,1,2,54,28,4,1,#,0,K,51,1,L,120,0,90,99,0,0
2760,2760,248180404,1,2,33,11,2,8,#,0,T,33,1,L,2440,1,20,99,0,1
6588,6588,250305993,1,2,14,6,2,1,#,0,H,55,1,L,1,0,20,99,0,0
6684,6684,950391751,1,2,39,**,2,1,#,0,Q,33,1,L,980,0,90,99,0,1
734,734,977017857,1,2,29,**,2,1,11,0,T,26,1,L,1007,0,100,99,0,0
3523,3523,324569067,1,2,47,14,2,8,#,0,T,32,1,L,1000,1,10,4,9,1
996,996,940948973,1,2,29,14,2,17,11,0,T,20,1,a,194,0,80,99,0,1
7503,7503,246168819,1,2,20,12,4,27,#,0,T,18,1,L,720,0,3,99,0,1
4420,4420,256776972,1,1,50,**,4,1,#,0,T,50,1,a,3817,0,30,99,0,1
1623,1623,958570016,1,1,35,8,4,1,11,0,T,30,1,L,17304,0,90,99,0,1
5727,5727,326335233,1,2,34,11,3,1,#,0,T,24,1,L,240,0,50,7,1,0
1901,1901,991011197,1,1,17,**,4,1,12,0,T,48,1,L,2713,0,20,99,0,0
3373,3373,978319286,1,1,57,**,2,1,#,500,T,54,1,L,324,0,100,99,0,0
2585,2585,244120295,1,2,35,13,4,1,#,0,T,35,1,L,20,0,80,99,0,0
1848,1848,959934313,1,1,19,2,2,1,#,0,H,15,1,L,972,0,50,99,0,1
2124,2124,990291137,1,1,16,16,2,1,#,0,R,43,1,L,2014,0,20,99,0,1
6702,6702,970152715,1,2,31,13,4,1,12,0,N,25,1,a,1680,0,90,99,0,0
6651,6651,986757744,1,2,44,**,2,1,#,0,R,40,1,L,980,1,3,3,8,0
4671,4671,940630811,1,2,32,13,4,1,12,0,T,23,1,a,1100,0,110,99,0,0
6812,6812,614667592,1,2,40,27,4,1,#,0,K,25,1,L,302,0,100,99,0,0
5486,5486,953269879,1,1,27,**,3,1,11,0,C,22,1,L,324,0,100,99,0,0
2488,2488,953407169,1,2,42,23,2,1,11,0,C,34,1,a,3685,0,70,99,0,1
6529,6529,258047998,1,1,27,11,3,1,#,0,T,27,#,9,2420,0,5,99,0,0
6835,6835,974060428,1,1,68,40,4,1,#,0,Q,62,1,L,700,0,50,99,0,1
1561,1561,963896265,1,1,20,11,90,17,12,0,T,16,1,L,940,0,100,99,0,1
5487,5487,244706284,1,2,29,27,4,21,#,500,K,27,#,9,594,0,50,99,0,1
5924,5924,970578640,1,2,43,24,4,1,11,0,C,37,1,a,200,0,100,99,0,0
544,544,250746051,1,2,22,11,2,1,12,0,T,22,1,a,598,0,50,99,0,1
7477,7477,803737362,1,2,49,40,3,1,#,0,N,36,1,L,226,0,110,99,0,1
5115,5115,952937512,1,2,48,4,4,10,11,0,H,43,1,L,1007,0,130,99,0,1
3031,3031,254669883,1,2,41,8,2,10,#,0,T,41,1,a,1,0,5,99,0,0
6633,6633,317309303,1,1,35,13,4,20,#,0,T,20,1,L,776,0,100,99,0,0
5748,5748,100372775,1,2,42,1,3,1,#,0,D,23,1,L,4320,0,70,99,0,0
1424,1424,964105232,1,1,70,23,2,1,11,0,C,65,1,L,200,0,50,99,0,0
357,357,615041591,1,2,47,28,4,1,11,0,K,37,1,L,1203,0,100,99,0,1
3334,3334,971260874,1,1,49,**,2,1,11,0,T,45,1,L,480,0,60,99,0,0
4787,4787,259148734,1,1,20,**,2,26,#,0,K,20,1,L,611,0,5,99,0,0
6956,6956,981703737,1,1,46,33,2,1,11,0,N,44,1,L,46900,0,50,99,0,0
4936,4936,997115735,1,1,14,**,2,1,12,0,T,50,1,L,40,0,20,99,0,0
2255,2255,244419412,1,1,36,**,4,1,11,500,T,35,#,9,3540,0,70,99,0,0
760,760,516409380,1,2,54,**,3,1,#,0,C,17,1,L,324,0,100,99,0,0
350,350,981110181,1,2,16,27,2,1,12,0,K,40,1,L,864,0,20,99,0,0
2756,2756,969704560,1,2,31,**,4,10,12,0,T,25,1,a,130,0,110,99,0,0
966,966,327130640,1,2,22,14,4,99,#,0,T,41,1,L,500,0,60,99,0,0
334,334,248667128,1,1,28,**,4,1,12,0,K,28,1,L,2980,0,50,99,0,0
2112,2112,305585106,1,1,48,8,3,1,#,0,T,35,0,L,5355,0,80,99,0,1
814,814,992213869,1,2,44,**,4,1,#,500,T,42,1,R,1920,0,70,99,0,0
2230,2230,905880387,1,2,25,40,4,1,#,0,Q,44,1,L,2000,0,90,99,0,1
687,687,994029947,1,2,23,13,4,1,12,0,T,22,1,L,1300,0,80,99,0,0
7055,7055,258157540,1,1,34,1,4,1,12,0,D,33,1,a,190,0,30,99,0,0
6938,6938,976714473,1,2,72,40,4,99,#,0,Q,67,1,L,540,0,50,99,0,0
4575,4575,981239145,1,2,71,**,4,1,12,0,T,73,1,L,5800,0,50,99,0,0
2008,2008,978415775,2,#,0,13,90,1,#,0,T,999,1,L,540,0,100,99,0,0
4805,4805,313750530,1,2,40,12,4,8,#,0,T,19,1,L,324,0,100,99,0,0
658,658,972522229,2,#,0,13,2,1,#,0,T,999,1,9,53341,0,60,99,0,1
3036,3036,328629396,1,1,32,14,2,1,11,0,T,23,1,a,15700,0,100,8,1,1
1987,1987,248646711,1,1,50,40,4,1,11,0,Q,48,1,a,850,0,60,99,0,1
249,249,508065449,1,2,57,22,2,1,#,0,C,45,1,L,540,0,3,10,3,1
3149,3149,307531712,1,2,39,11,4,1,#,0,T,28,1,L,2200,0,100,99,0,1
1587,1587,100362523,1,1,37,1,4,1,#,0,D,19,1,L,1450,0,100,99,0,0
3629,3629,954167986,1,2,38,13,2,10,11,0,T,32,1,L,42901,0,80,99,0,1
326,326,944166374,1,2,42,27,2,1,#,0,K,34,1,L,80424,0,110,99,0,1
7118,7118,997248146,1,2,55,**,4,1,11,500,K,53,1,L,120,0,90,99,0,0
1904,1904,994315921,1,2,43,11,4,1,12,0,T,42,1,L,480,0,70,99,0,0
2422,2422,505643292,1,1,37,22,90,1,#,0,C,21,1,L,993,0,100,99,0,1
7163,7163,980733240,1,1,27,23,2,1,12,0,C,24,1,L,6300,0,50,99,0,1
1629,1629,303691552,1,2,45,14,2,8,#,0,T,28,1,L,13331,0,100,99,0,1
5919,5919,944968699,1,2,26,25,4,1,#,0,K,20,1,L,13565,0,100,99,0,1
2505,2505,251270122,1,1,68,12,4,28,12,0,T,67,1,L,540,0,50,99,0,1
2415,2415,946273876,1,2,22,4,2,1,#,0,H,16,1,a,610,0,50,99,0,0
5069,5069,994434633,1,1,23,14,4,1,12,0,T,20,1,L,6980,0,180,99,0,0
4610,4610,958229153,1,2,81,27,4,10,#,0,K,74,1,L,1980,0,100,99,0,0
6566,6566,954927766,1,2,44,40,4,1,11,0,Q,39,1,L,14510,0,90,99,0,1
6988,6988,403847354,1,2,34,**,3,1,11,0,S,26,1,L,1080,0,90,99,0,0
6317,6317,800653515,1,2,42,34,2,1,#,0,N,23,1,L,120,0,80,99,0,0
541,541,952908400,1,1,22,27,3,1,11,0,N,40,1,L,980,0,50,6,1,1
670,670,247564706,2,2,999,40,2,1,11,0,Q,999,1,L,400,0,80,99,0,1
695,695,945740978,1,2,24,27,2,17,#,0,K,17,1,L,648,0,100,7,2,0
7494,7494,305098680,1,1,59,14,2,1,#,0,T,42,1,a,2287,0,60,99,0,1
6078,6078,316388477,1,1,49,10,2,1,#,0,T,35,0,#,4200,0,60,99,0,1
3665,3665,946545706,1,1,31,**,2,1,#,0,H,26,1,L,5000,0,10,3,5,1
5628,5628,943714766,1,2,30,33,2,1,11,0,T,21,1,a,6700,0,50,7,1,3
1790,1790,801426457,1,1,49,14,4,1,#,0,N,33,1,L,2250,0,140,99,0,1
4309,4309,949336799,2,#,0,13,2,1,11,0,T,999,1,L,2134,0,20,5,2,1
3872,3872,947013038,1,1,31,27,2,1,#,0,C,22,1,a,1007,0,50,99,0,1
6299,6299,257220415,1,2,36,22,4,1,11,500,C,46,1,L,1680,0,30,99,0,0
6469,6469,944654320,1,1,30,7,2,1,#,0,H,23,1,L,324,0,60,99,0,1
3271,3271,246513052,1,2,20,12,4,28,#,500,T,20,#,L,1400,1,10,3,1,0
2793,2793,253657067,1,2,44,13,4,1,12,500,T,43,#,9,780,0,90,99,0,1
4168,4168,240561885,1,2,15,12,2,1,#,0,T,41,1,L,324,0,100,99,0,0
7408,7408,981766373,1,2,23,13,4,10,12,500,T,21,1,L,64,0,120,99,0,0
6613,6613,984550516,1,2,32,12,4,1,#,0,T,28,1,L,490,0,90,99,0,0
101,101,947182469,1,2,22,41,4,1,#,0,Q,51,1,L,120,0,100,99,0,0
5618,5618,241906110,1,2,41,4,4,1,#,500,H,40,1,L,120,0,90,99,0,1
1930,1930,971581287,1,1,20,28,3,1,11,0,K,43,1,a,1830,0,20,99,0,0
5253,5253,248428195,1,1,60,**,4,1,12,0,K,35,1,L,1134,0,50,99,0,1
2691,2691,251885107,1,2,62,14,2,12,12,500,T,62,1,L,3456,1,30,3,1,1
4832,4832,254138288,1,2,34,27,3,28,#,0,K,34,1,L,529,0,0,3,1,1
4229,4229,303327803,1,1,61,11,2,1,#,0,T,42,1,L,240,0,50,99,0,1
324,324,943375696,1,1,31,**,2,1,12,0,K,22,1,L,216,0,100,99,0,0
3205,3205,614106186,1,2,48,27,2,20,#,0,K,31,1,a,480,0,100,99,0,0
7538,7538,987302045,1,2,48,33,4,1,11,0,N,46,1,L,700,0,90,99,0,1
970,970,245939779,1,2,52,**,4,1,#,500,T,55,#,#,250,0,90,99,0,0
666,666,314395477,1,1,40,14,4,1,#,0,T,22,1,L,5800,0,100,99,0,0
5592,5592,988030951,1,1,25,45,2,1,12,0,T,24,1,L,1200,1,3,6,7,0
5004,5004,323711421,1,2,19,12,4,1,#,0,T,31,1,a,1350,0,100,99,0,0
3800,3800,246202085,1,2,23,**,4,1,12,0,C,21,1,L,540,0,100,99,0,0
35,35,972073367,1,2,36,22,2,1,11,0,C,30,1,a,756,0,100,99,0,0
1786,1786,956023260,1,1,57,**,2,1,11,0,T,50,1,a,50000,0,50,10,2,1
3273,3273,989637289,1,2,19,40,2,1,#,0,Q,48,1,a,120,0,20,99,0,0
2654,2654,251202755,1,1,31,11,4,1,11,0,T,29,1,a,600,0,50,99,0,0
1533,1533,615992166,1,2,39,28,4,1,11,0,K,29,1,a,1940,0,120,99,0,0
2780,2780,516580525,1,1,25,23,2,17,12,0,C,17,1,L,4360,0,60,99,0,0
5201,5201,970406137,1,1,20,**,4,1,#,0,N,56,1,L,972,0,100,99,0,1
4961,4961,607140517,1,2,30,11,2,1,#,0,K,22,1,L,22680,0,70,99,0,0
6291,6291,310324820,1,2,37,13,4,1,#,0,T,20,1,L,324,0,100,99,0,0
2337,2337,957715323,1,1,59,**,4,1,11,0,C,54,1,a,8580,0,100,99,0,0
7320,7320,981291436,1,2,47,11,2,10,11,500,T,45,1,L,720,0,10,3,1,0
371,371,991755060,1,1,20,13,4,1,#,0,T,42,1,a,4188,0,20,99,0,1
927,927,800518520,1,2,61,33,2,99,#,0,N,39,1,L,324,0,100,99,0,0
888,888,992214749,1,1,47,**,3,1,11,0,T,46,1,L,3124,0,50,99,0,0
5433,5433,253579230,1,1,27,27,2,1,#,500,K,26,1,L,3040,0,50,99,0,0
5113,5113,242867706,1,1,30,40,4,1,16,500,T,28,1,L,324,0,80,99,0,1
5218,5218,955842890,1,2,29,**,2,1,11,0,T,24,1,L,500,0,100,3,2,0
1180,1180,962336390,2,#,0,24,1,1,#,0,T,999,1,L,240,1,3,99,0,0
5293,5293,403610499,1,2,46,37,4,1,11,0,S,36,1,L,5181,0,110,99,0,1
5836,5836,313499612,1,2,36,11,4,10,#,0,T,17,1,L,1117,0,110,99,0,1
2262,2262,993849697,1,1,24,40,2,1,12,0,Q,23,1,L,2794,0,3,9,4,1
728,728,614546025,1,2,49,27,4,1,#,0,K,36,1,L,1080,0,130,99,0,1
2876,2876,986368298,1,2,41,14,2,8,12,500,T,40,1,L,398,0,40,99,0,1
5846,5846,980600719,1,2,59,**,4,1,12,0,T,57,1,L,1440,0,50,99,0,0
4767,4767,990685519,1,1,62,**,4,1,12,500,K,61,1,L,324,0,100,99,0,0
7138,7138,946982726,1,2,24,12,2,21,#,0,T,17,1,L,980,1,0,99,0,1
6540,6540,515147437,1,2,51,24,2,1,#,0,C,40,1,L,1382,0,60,99,0,1
62,62,252927644,1,1,50,20,4,1,11,500,T,50,1,L,432,0,80,99,0,1
2874,2874,318317408,1,2,41,13,4,17,12,0,T,32,1,L,864,0,90,99,0,0
3893,3893,614470839,1,1,29,**,3,1,#,0,K,17,1,L,23880,0,60,99,0,0
6358,6358,252788371,1,2,46,**,2,1,#,500,T,44,1,L,4104,0,50,99,0,1
2720,2720,952185834,1,2,41,32,4,1,#,0,N,36,1,L,360,0,90,99,0,1
6680,6680,982930485,1,2,38,1,3,1,11,0,D,35,1,L,1400,0,3,7,6,1
1271,1271,960753299,1,2,29,**,4,1,#,0,S,25,1,L,1190,0,100,99,0,1
989,989,253032758,1,2,38,23,4,1,#,500,C,36,1,L,4040,0,80,99,0,0
6278,6278,946309342,1,2,28,13,2,17,12,0,T,22,1,L,130,0,50,6,3,0
4428,4428,946292712,1,1,19,4,2,1,#,0,H,31,1,L,21329,0,60,99,0,1
1524,1524,953930475,1,1,63,**,4,1,#,0,K,58,1,L,500,0,50,99,0,1
4740,4740,246995600,1,2,28,38,3,1,12,0,N,26,1,a,324,0,100,99,0,0
7185,7185,960833678,1,2,32,**,2,1,11,0,H,27,1,L,2707,0,40,9,1,1
5788,5788,964990685,1,1,39,37,4,1,12,0,S,34,1,L,240,0,100,99,0,0
4933,4933,967147421,1,1,35,23,4,1,12,0,T,32,1,L,52,0,90,99,0,0
1736,1736,953231827,1,2,37,44,2,1,#,0,Q,32,1,L,44670,0,50,99,0,0
1120,1120,965643116,1,1,39,24,2,1,#,0,C,35,1,L,6158,0,50,7,1,0
5504,5504,400364542,1,2,38,37,2,99,#,0,S,20,1,L,1080,0,100,99,0,1
4197,4197,605163190,1,2,31,25,4,1,#,0,K,15,1,L,2828,0,80,99,0,1
6000,6000,992640957,1,2,25,23,2,8,#,0,C,24,1,L,1680,0,50,99,0,1
151,151,986179832,1,1,36,**,4,1,12,0,Q,34,1,L,13000,0,90,99,0,0
4970,4970,255674005,1,1,21,44,2,1,11,0,Q,21,1,a,120,0,50,99,0,0
4547,4547,962971008,1,2,39,12,3,1,11,0,T,35,1,L,4326,0,70,99,0,1
677,677,944584470,1,1,25,27,2,1,11,0,K,19,1,L,324,0,100,99,0,0
1283,1283,988628609,1,1,49,45,2,1,11,0,Q,47,1,L,1,1,5,3,8,0
882,882,257225014,1,2,14,4,2,1,#,0,H,42,1,a,1,0,20,99,0,0
4692,4692,607359554,1,2,32,27,2,1,12,0,K,25,1,L,960,0,100,12,1,0
4806,4806,942581977,1,2,27,**,2,1,#,0,C,18,1,a,7962,0,60,99,0,1
572,572,960727659,1,2,41,1,4,1,11,0,D,36,1,L,540,0,100,99,0,0
1710,1710,947531267,1,2,27,27,2,1,12,0,N,20,1,L,120,0,10,4,7,1
591,591,951935666,1,1,23,8,4,8,11,0,T,17,1,L,8100,0,80,99,0,1
2274,2274,973255330,1,2,25,**,4,1,11,0,Q,22,1,L,1950,0,90,99,0,1
809,809,240345104,1,1,63,**,2,1,11,500,T,62,1,L,120,1,5,3,7,0
1829,1829,984709274,1,2,27,13,2,6,12,0,T,22,1,L,2237,0,30,8,1,2
5453,5453,967416368,1,1,37,**,2,1,11,0,C,31,1,L,1007,0,100,99,0,1
118,118,256127788,1,2,58,**,2,1,#,500,T,58,#,9,1,0,30,99,0,0
2037,2037,323744160,1,2,38,13,2,1,#,0,T,20,1,L,2484,0,100,8,1,0
5494,5494,964616414,1,1,54,**,2,1,11,0,T,50,1,L,600,0,60,99,0,1
4075,4075,943658834,1,2,31,14,2,17,#,0,T,22,1,L,1300,0,30,10,1,1
3417,3417,991818481,1,1,50,**,2,1,12,0,T,46,1,L,912,0,50,99,0,1
426,426,204968562,1,2,35,7,4,1,#,0,H,26,1,L,324,0,70,99,0,2
3213,3213,944340874,1,2,54,3,4,1,#,0,H,45,1,L,3950,0,80,99,0,1
6272,6272,514625154,1,1,35,23,2,1,#,0,C,22,1,L,600,1,40,11,2,0
502,502,243348012,1,2,73,14,2,99,12,500,T,73,1,L,980,0,30,9,1,0
5174,5174,959206577,1,1,27,40,2,17,11,0,T,20,1,a,3738,1,10,3,6,1
548,548,327168017,1,1,23,14,3,20,#,0,T,14,1,L,980,0,50,99,0,1
4781,4781,300635767,1,1,47,13,2,1,#,0,T,25,1,L,6000,0,100,99,0,0
6283,6283,607038054,1,1,50,**,2,1,12,0,K,39,1,a,2800,0,70,99,0,0
5739,5739,316856758,1,1,60,13,2,1,#,0,T,45,1,L,432,0,100,99,0,0
2846,2846,300877617,1,2,43,23,2,99,#,0,T,23,1,L,480,0,80,99,0,0
5173,5173,310171022,1,2,39,13,4,8,#,0,T,18,1,L,972,0,100,99,0,0
3778,3778,964007885,1,2,30,11,4,10,11,0,T,24,1,L,1080,0,130,99,0,0
2547,2547,953330403,1,2,27,28,4,1,12,0,K,22,1,L,999,0,80,99,0,1
4916,4916,305109419,1,2,28,11,4,1,#,0,T,35,1,L,980,0,100,99,0,1
1295,1295,314021690,1,2,38,11,2,1,#,0,T,21,1,L,324,1,5,3,9,0
1004,1004,248792681,1,1,46,**,2,26,12,0,C,46,1,L,1196,0,20,99,0,0
6593,6593,979938545,1,1,53,14,4,1,12,500,T,50,1,L,2001,0,90,99,0,0
2192,2192,242178562,1,1,34,13,4,1,#,500,Q,33,1,L,500,0,80,99,0,0
4576,4576,904605760,1,2,43,13,3,99,#,0,Q,28,1,L,30081,0,50,99,0,1
5753,5753,250580778,1,1,23,**,3,1,#,500,K,23,#,#,300,1,20,99,0,0
6719,6719,984866227,1,1,29,16,4,1,12,0,C,27,1,L,980,0,50,99,0,0
4663,4663,960668213,1,2,35,13,4,1,12,0,T,31,1,L,200,0,90,99,0,1
4111,4111,971791185,1,2,21,**,2,1,#,0,R,45,1,L,324,0,100,99,0,0
7152,7152,309514403,1,1,31,11,2,1,#,0,T,21,1,a,1007,0,100,6,1,0
4904,4904,254283614,1,1,46,36,4,1,12,500,S,45,1,L,398,0,30,99,0,0
3907,3907,980320059,1,2,33,11,4,10,11,0,T,28,1,L,302,0,100,99,0,0
4232,4232,997423836,1,2,24,44,4,1,12,0,Q,61,1,L,8880,0,140,99,0,1
2858,2858,990371395,1,1,16,16,2,1,#,0,R,45,1,L,432,0,100,99,0,0
2939,2939,964818440,1,1,43,**,2,1,11,0,K,39,1,L,324,0,100,99,0,0
1748,1748,994901538,1,1,27,**,2,1,#,0,T,26,1,L,1,0,40,99,0,0
3734,3734,953667556,1,1,23,13,2,1,#,0,Q,15,1,L,4231,0,50,99,0,1
6771,6771,241464955,1,1,39,27,4,1,12,500,K,39,1,L,240,0,90,99,0,0
2090,2090,985980778,1,2,37,3,4,1,12,0,H,35,1,L,600,0,90,99,0,0
4383,4383,251762757,1,1,42,**,4,1,#,500,T,42,0,#,2538,0,50,99,0,1
2404,2404,906684087,1,2,27,42,2,17,#,0,Q,15,1,a,9760,0,50,99,0,1
6070,6070,247170141,1,1,23,8,4,1,11,0,T,21,1,a,663,1,100,8,5,0
6481,6481,603308147,1,1,39,27,4,1,#,0,K,19,1,L,972,0,100,99,0,0
5676,5676,958936755,1,1,22,**,4,1,11,0,N,17,1,L,700,0,100,99,0,1
2296,2296,953813450,1,1,23,23,2,8,12,0,C,15,1,a,120,0,50,99,0,1
4054,4054,203256204,1,2,43,4,4,1,#,0,H,27,1,L,2678,0,100,99,0,1
4059,4059,969492748,1,1,8,**,4,1,12,0,K,39,1,L,1380,0,2,99,0,0
2292,2292,249895296,1,2,46,28,2,1,12,0,K,44,1,a,736,0,50,99,0,1
5577,5577,974312036,1,2,38,5,2,1,12,0,T,32,1,a,324,1,100,99,0,0
1698,1698,970741903,1,2,21,13,2,17,#,0,T,18,1,L,240,1,30,6,2,0
7519,7519,982666238,1,2,45,**,4,1,11,0,K,41,1,a,800,0,90,99,0,0
1691,1691,947410238,1,1,16,16,4,1,#,0,T,37,1,L,324,0,100,99,0,0
6193,6193,944627123,1,1,47,34,2,99,#,0,N,40,1,L,448,0,80,99,0,0
7419,7419,954637715,1,2,4,28,4,8,#,0,K,21,1,L,648,0,100,7,6,0
4430,4430,303328704,1,2,50,11,2,1,#,0,T,28,1,L,378,0,70,99,0,1
3589,3589,104117539,1,2,24,1,2,22,#,0,D,15,1,L,5710,1,50,99,0,0
1292,1292,987115481,1,1,48,**,4,1,12,500,K,46,1,L,1296,0,100,99,0,1
4347,4347,993286240,1,2,51,**,2,1,12,500,K,49,1,L,120,0,70,99,0,0
6006,6006,603258388,1,1,48,25,4,1,#,0,K,29,1,L,3483,0,100,99,0,1
1103,1103,942390997,1,1,24,22,2,1,#,0,C,15,1,a,10080,0,60,99,0,0
2472,2472,942566651,1,1,31,9,2,1,#,0,T,25,1,L,6560,0,50,99,0,0
2988,2988,601105186,1,1,85,27,2,1,#,0,K,63,1,a,108,0,100,99,0,0
4269,4269,988609131,1,2,57,**,2,1,11,0,K,56,1,L,720,0,50,99,0,0
1523,1523,952821057,1,2,28,28,3,1,11,0,K,20,1,a,864,0,40,6,1,0
