,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
6982,262952155,1,2,34,**,2,1,#,500,T,34,#,9,,,,,,
6983,604264652,1,2,45,26,4,1,#,0,K,27,1,a,120,0,120,99,0,1
6984,993748335,1,1,48,4,4,1,15,0,H,45,1,L,324,0,100,99,0,0
6985,995629452,1,#,0,**,1,70,#,0,T,51,#,#,,,,,,
6986,635016310,1,2,42,**,4,1,12,100,K,38,1,L,,,,,,
6987,988284219,1,2,54,11,2,1,11,0,T,50,1,L,,,,,,
6988,314163424,1,1,49,14,4,1,#,0,T,31,1,L,21129,0,90,99,0,1
6989,983481350,1,1,28,,1,99,#,0,T,26,0,#,,,,,,
6990,996953819,1,1,40,**,4,1,12,500,T,40,1,L,,,,,,
6991,241250879,1,1,17,27,4,28,11,0,K,47,1,L,,,,,,
6992,962258170,1,1,18,22,2,8,#,0,C,44,1,L,2780,0,3,4,9,0
6993,983232546,1,1,19,28,2,8,#,0,K,50,1,L,3960,1,0,4,5,0
6994,992083077,1,1,70,**,4,1,12,0,T,69,1,L,,,,,,
6995,947783211,1,1,54,**,4,1,#,0,T,49,1,L,,,,,,
6996,982235932,1,1,49,13,4,1,11,500,T,47,0,#,,,,,,
6997,977448817,1,2,20,**,4,17,#,0,T,18,1,L,,,,,,
6998,516284287,1,2,52,14,4,20,12,0,T,41,1,L,17149,0,100,99,0,1
6999,968074861,1,2,23,13,4,17,#,0,T,21,#,#,,,,,,
7000,995664769,1,2,51,43,2,1,#,0,Q,51,1,L,,,,,,
7001,247126173,1,1,51,12,2,8,#,0,T,50,1,L,4800,0,,,,
7002,985174633,1,2,32,**,4,1,#,500,T,31,1,L,,,,,,
7003,103111104,1,1,19,1,2,1,#,0,D,35,1,L,,,,,,
7004,613693360,1,1,60,28,2,1,#,0,K,46,1,0,,,,,,
7005,251782601,1,2,23,35,3,1,#,500,N,23,0,9,,,,,,
7006,983560062,1,1,27,**,2,1,12,0,Q,25,1,L,,,,,,
7007,981528264,2,#,0,13,2,1,#,0,T,999,1,L,,,,,,
7008,962915445,1,1,77,13,4,1,#,0,T,75,1,M,,,,,,
7009,993813728,1,2,46,13,3,1,#,500,T,43,1,L,2400,1,,,,
7010,261347332,1,2,14,24,4,1,11,0,C,34,1,a,,,,,,
7011,975387051,1,2,61,**,2,1,#,0,H,59,61,P,,,,,,
7012,258231170,2,#,0,13,2,3,#,0,T,999,#,9,,,,,,
7013,985075718,1,1,83,**,2,1,11,0,T,81,1,R,,,,,,
7014,953303440,1,2,25,12,4,1,#,0,T,20,1,L,,,,,,
7015,940382625,1,1,43,13,4,1,#,0,T,38,1,M,,,,,,
7016,942390997,1,1,24,22,2,1,#,0,C,15,1,a,10080,0,60,99,0,0
7017,249960859,1,2,76,**,2,1,#,500,T,76,1,L,,,,,,
7018,615133421,1,#,0,28,2,1,#,0,K,65,0,#,,,,,,
7019,959709468,2,#,0,12,2,2,#,0,T,999,51,9,,,,,,
7020,904931739,1,1,76,40,2,1,#,0,Q,62,1,R,,,,,,
7021,327877085,2,#,0,13,90,3,#,0,T,999,51,#,,,,,,
7022,250449516,1,1,29,**,4,1,12,0,T,28,1,L,,,,,,
7023,507350529,1,2,60,23,2,99,#,0,C,46,1,L,,,,,,
7024,946691769,2,#,0,13,1,3,#,0,T,999,51,#,,,,,,
7025,990321489,1,1,62,**,4,1,12,0,T,61,1,L,,,,,,
7026,968091079,1,1,49,24,2,1,#,10,C,46,#,#,,,,,,
7027,942334501,1,1,32,17,2,1,#,0,R,26,1,L,,,,,,
7028,260103217,1,1,25,**,4,1,11,0,T,24,1,a,,,,,,
7029,941246037,2,#,0,**,1,99,#,0,T,999,#,#,,,,,,
7030,317239026,2,#,0,14,1,98,#,0,T,999,51,#,,,,,,
7031,985925107,1,2,28,15,2,1,#,0,T,26,1,L,,,,,,
7032,993819859,1,1,32,**,4,1,#,500,T,31,#,#,,,,,,
7033,261669908,1,2,62,38,4,1,12,500,S,62,1,L,,,,,,
7034,249674467,1,2,16,23,4,1,#,500,C,37,1,L,,,,,,
7035,991229199,1,1,63,40,2,1,11,500,Q,62,1,L,,,,,,
7036,615865982,1,1,49,**,2,1,#,0,K,40,1,L,540,0,100,3,7,0
7037,304156940,1,2,34,11,4,1,#,0,T,18,1,L,,,,,,
7038,403843376,1,2,32,38,4,1,#,0,S,23,1,a,5000,0,100,99,0,0
7039,970473685,1,2,42,22,90,1,#,0,T,40,1,L,,,,,,
7040,244646844,1,1,34,4,4,1,12,0,H,34,1,L,,,,,,
7041,955918710,1,2,60,40,4,10,#,0,Q,57,1,L,,,,,,
7042,943758909,1,1,44,14,2,1,11,0,T,35,1,L,,,,,,
7043,515051139,1,1,27,22,4,1,#,0,C,15,1,L,,,,,,
7044,968490254,1,2,28,14,4,1,#,0,T,26,1,M,,,,,,
7045,240317980,1,2,31,**,1,1,11,0,D,32,1,L,,,,,,
7046,252783749,1,1,50,**,4,1,#,500,T,50,#,9,360,0,100,99,0,0
7047,907253042,1,2,52,44,2,1,#,0,Q,45,1,L,,,,,,
7048,989823553,2,#,0,12,2,16,#,0,T,999,51,#,,,,,,
7049,991014677,1,1,52,**,4,1,16,500,T,51,1,L,,,,,,
7050,943401250,1,2,49,**,2,1,11,0,T,43,1,L,,,,,,
7051,950579654,1,1,28,33,4,1,#,0,N,24,1,L,,,,,,
7052,965801586,1,2,25,13,2,10,12,0,T,23,1,L,,,,,,
7053,948229768,1,1,37,13,2,1,#,0,T,28,1,a,3647,1,0,99,0,1
7054,262902211,1,2,18,1,3,8,#,0,D,17,1,a,,,,,,
7055,245167244,1,2,57,14,2,28,11,500,T,56,1,L,,,,,,
7056,513166928,1,2,57,24,4,1,#,0,C,37,1,L,480,0,110,99,0,0
7057,246227269,1,1,29,11,4,26,12,500,T,29,#,#,324,0,60,99,0,0
7058,949796941,1,2,43,24,2,1,#,0,T,38,1,L,,,,,,
7059,605154158,1,1,46,27,2,1,#,0,K,29,1,R,,,,,,
7060,942287414,1,1,55,40,4,1,#,0,Q,47,1,L,,,,,,
7061,974088917,1,2,49,14,2,99,#,0,T,47,1,L,,,,,,
7062,977408506,2,#,0,13,2,3,#,0,T,999,1,L,,,,,,
7063,505897872,1,2,51,23,2,1,#,0,C,35,1,0,,,,,,
7064,990782965,1,1,38,17,2,1,11,0,R,37,1,L,29200,0,50,99,0,0
7065,947004353,1,1,88,46,2,1,#,0,Q,82,1,L,,,,,,
7066,949355259,1,2,46,14,2,1,#,0,T,41,1,L,,,,,,
7067,996904093,1,1,85,**,3,1,#,0,K,84,1,M,,,,,,
7068,240943264,1,1,15,**,4,1,#,0,H,49,1,L,,,,,,
7069,971234041,1,2,45,**,4,1,#,0,T,42,1,M,,,,,,
7070,703704590,1,1,29,17,2,1,12,0,R,20,1,L,,,,,,
7071,605754322,2,#,0,27,2,16,#,0,K,999,1,L,,,,,,
7072,967395701,1,1,34,13,4,1,#,0,T,31,1,L,6000,0,,,,
7073,262655874,1,2,72,**,4,1,11,0,T,76,1,L,,,,,,
7074,515523821,1,2,72,22,90,1,11,0,T,62,1,L,,,,,,
7075,965929224,1,1,31,24,4,1,11,0,T,29,1,L,,,,,,
7076,952222351,1,1,48,11,4,1,#,0,T,43,0,#,,,,,,
7077,249528655,1,1,10,**,4,1,#,500,T,41,1,L,,,,,,
7078,949169815,1,2,24,**,2,1,#,0,C,18,1,L,324,0,100,7,6,0
7079,253988066,1,2,31,11,1,1,11,0,T,31,1,a,,,,,,
7080,981394926,1,2,39,40,4,1,#,0,Q,37,1,M,,,,,,
7081,950743102,1,1,47,**,4,1,#,0,T,43,1,M,,,,,,
7082,959579785,1,1,23,23,2,1,11,0,C,19,1,L,,,,,,
7083,309170691,1,2,24,12,3,17,#,0,T,15,1,L,17573,0,60,99,0,1
7084,253740045,1,2,32,14,2,1,#,500,T,32,1,L,,,,,,
7085,508540458,1,1,58,23,4,99,#,0,C,49,1,L,,,,,,
7086,992569202,1,2,60,**,4,1,#,500,H,59,1,L,,,,,,
7087,325859961,1,#,0,13,4,99,#,0,T,40,1,0,,,,,,
7088,318212681,1,1,63,14,2,1,12,0,T,56,1,0,,,,,,
7089,990275186,1,2,45,37,4,1,#,0,S,42,1,L,,,,,,
7090,966492193,1,2,55,29,4,1,#,0,K,51,1,M,,,,,,
7091,988360876,1,1,55,23,4,1,12,0,C,53,1,L,30000,0,90,99,0,1
7092,942923162,1,1,52,40,4,1,#,0,Q,46,1,L,,,,,,
7093,803409956,1,2,68,34,4,99,#,0,N,53,1,R,,,,,,
7094,613060372,1,1,40,27,4,1,#,0,K,23,1,L,1030,0,100,99,0,0
7095,963436172,1,2,35,24,4,1,#,0,C,33,1,L,,,,,,
7096,314501931,1,1,48,13,4,1,#,0,T,30,1,L,,,,,,
7097,252637197,1,2,21,**,4,1,12,0,T,21,1,L,,,50,99,0,0
7098,973243576,1,1,48,40,4,1,#,0,Q,45,1,L,,,,,,
7099,260182700,1,1,30,**,4,1,12,0,N,30,1,a,,,,,,
7100,970356391,1,2,36,45,2,99,#,0,Q,33,1,L,,,,,,
7101,262986409,1,2,13,23,4,1,#,500,C,39,1,L,,,,,,
7102,945573283,1,2,88,26,2,8,#,0,K,84,0,#,,,,,,
7103,508763798,1,2,46,23,2,1,#,0,C,37,1,L,,,,,,
7104,240330139,1,2,7,1,4,1,11,0,D,40,1,L,,,,,,
7105,996466626,1,1,88,13,4,28,#,500,T,86,1,L,,,,,,
7106,265036403,1,2,17,**,4,6,12,0,T,51,1,a,,,,,,
7107,993709560,1,1,23,24,2,1,#,0,C,20,1,a,1940,1,3,4,8,1
7108,306815321,1,1,69,**,2,1,#,0,T,59,1,L,,,,,,
7109,304877226,1,1,47,14,2,1,#,0,T,33,1,R,,,,,,
7110,991352367,2,#,0,13,1,3,#,0,T,999,#,#,,,,,,
7111,500899262,1,#,0,23,3,1,#,0,C,37,1,0,,,,,,
7112,947074535,1,2,25,14,4,6,#,0,T,20,1,L,,,,,,
7113,501267458,1,1,44,23,2,1,#,0,C,25,1,L,,,,,,
7114,324457802,1,1,42,9,2,1,#,0,T,24,1,a,324,0,100,99,0,0
7115,957980745,1,1,41,13,1,99,#,99,T,35,1,L,,,,,,
7116,252750672,1,1,57,40,1,6,12,0,Q,20,1,a,1499,1,3,99,0,0
7117,980304774,1,1,46,12,4,1,11,0,T,44,1,L,,,,,,
7118,804831168,1,2,77,33,2,1,11,0,N,68,1,L,,,50,99,0,0
7119,304864241,1,1,69,13,2,1,#,0,T,55,1,L,,,,,,
7120,703003573,1,2,44,18,2,1,#,0,R,28,1,L,,,,,,
7121,974606506,1,1,74,**,3,1,12,0,K,69,61,P,,,,,,
7122,959634686,1,1,38,**,2,1,11,0,K,34,1,L,,,,,,
7123,972518031,1,2,54,**,3,1,11,0,T,51,1,L,,,,,,
7124,615158512,1,1,41,27,4,1,#,0,K,31,1,L,,,,,,
7125,991029267,1,1,11,23,2,1,#,0,C,36,1,L,,,,,,
7126,242125713,1,2,57,1,3,1,#,0,D,56,1,L,5126,0,50,99,0,0
7127,964928946,1,2,21,25,2,17,#,0,K,19,1,M,,,,,,
7128,516194222,1,2,76,23,2,8,#,0,C,67,1,R,,,,,,
7129,959129804,1,2,44,14,4,1,12,0,T,40,1,L,288,0,100,99,0,0
7130,965643116,1,1,39,24,2,1,#,0,C,35,1,L,6158,0,50,7,1,0
7131,973650706,1,2,25,11,3,8,11,0,T,23,1,L,,,,,,
7132,990289331,1,2,24,26,4,1,12,0,K,23,1,L,140,0,100,99,0,1
7133,978195550,1,1,32,27,4,1,#,0,K,31,1,M,,,,,,
7134,249260216,1,2,34,**,4,1,#,500,D,34,#,#,1,0,40,99,0,0
7135,270366715,1,2,77,**,4,1,12,0,T,77,1,a,,,,,,
7136,603217087,1,1,62,27,4,1,#,0,K,44,1,L,,,,,,
7137,998022751,2,#,0,27,1,3,#,0,T,999,51,9,,,,,,
7138,516050493,2,#,0,24,2,1,#,0,C,999,1,L,,,,,,
7139,991530940,1,1,37,27,4,6,15,500,T,36,1,L,,,,,,
7140,962935841,1,2,46,**,4,99,#,0,Q,42,1,M,,,,,,
7141,985304368,1,1,66,**,4,1,12,500,C,64,1,L,,,,,,
7142,983790531,1,2,31,**,4,1,#,10,T,29,#,#,,,,,,
7143,264792220,1,2,48,37,4,1,#,0,K,48,1,a,,,,,,
7144,942749100,1,1,40,12,2,1,#,0,T,35,#,#,,,,,,
7145,947155718,1,1,34,26,4,1,#,0,Q,28,1,L,2988,0,90,99,0,1
7146,965650532,1,1,25,41,4,1,#,0,Q,22,#,#,,,,,,
7147,967888819,1,1,54,12,2,99,#,10,T,52,#,#,,,,,,
7148,949382780,1,2,64,13,4,99,#,0,T,58,61,P,,,,,,
7149,262768212,1,2,25,4,4,99,#,500,H,25,#,9,,,,,,
7150,946380261,1,2,11,40,2,1,#,0,Q,32,1,L,,,,,,
7151,954253871,1,2,63,42,4,1,#,0,Q,59,1,L,,,,,,
7152,942462030,1,2,26,**,2,1,#,0,N,20,0,#,,,,,,
7153,604797227,1,1,40,27,4,1,#,0,K,22,1,L,324,0,100,99,0,0
7154,503352583,1,2,39,23,2,1,#,0,C,21,1,L,,,,,,
7155,959144723,1,1,48,14,4,1,#,0,T,44,#,#,,,,,,
7156,985165567,1,2,49,**,2,1,#,500,H,47,1,L,,,,,,
7157,984496659,1,1,31,14,4,1,12,0,T,29,1,L,,,,,,
7158,983359089,1,1,53,44,2,1,#,0,Q,52,1,L,,,,,,
7159,964932623,1,2,23,29,4,17,#,0,K,22,#,#,,,,,,
7160,958061915,1,1,47,13,2,6,#,0,T,40,1,L,1007,0,50,99,0,1
7161,258357880,1,1,63,11,2,1,12,0,T,61,1,a,,,,,,
7162,513026683,1,1,45,23,2,1,#,0,C,25,1,a,,,,,,
7163,969409296,1,1,47,40,2,99,#,0,Q,44,1,L,,,,,,
7164,956358728,1,1,19,23,2,1,11,0,C,51,1,L,,,,,,
7165,989929708,1,1,16,23,2,1,#,500,C,45,1,L,,,,,,
7166,255538337,1,1,74,**,2,1,11,500,T,74,1,L,1,0,30,99,0,0
7167,990213928,1,2,28,28,4,1,16,500,K,26,1,L,,,,,,
7168,949686592,1,2,44,13,2,1,#,0,T,40,1,L,,,,,,
7169,979348965,1,1,37,**,4,1,12,500,H,35,1,L,,,,,,
7170,103911528,1,2,26,1,2,1,#,0,D,47,1,L,,,,,,
7171,249468474,1,1,40,14,4,1,#,0,T,39,1,a,,,,,,
7172,952967292,1,1,40,29,2,1,#,0,K,35,1,L,275,0,50,11,1,0
7173,516301323,1,2,48,40,4,1,#,0,C,37,1,L,864,0,110,99,0,0
7174,995679459,2,#,0,,1,1,#,0,T,999,#,#,,,,,,
7175,261422159,1,1,37,12,4,1,#,0,T,37,1,a,,,,,,
7176,953724855,1,1,42,**,4,1,#,10,H,38,#,#,,,,,,
7177,949218878,1,1,29,11,4,1,#,0,T,24,1,L,,,,,,
7178,975361730,1,1,52,**,2,1,#,0,T,49,1,L,,,,,,
7179,250279708,2,#,0,13,4,16,#,0,T,999,1,L,,,,,,
7180,249583938,2,#,0,40,1,3,#,0,T,999,1,M,,,,,,
7181,972502073,1,1,45,13,4,10,#,0,T,42,1,L,,,,,,
7182,997240014,1,1,32,**,4,1,11,0,Q,32,1,L,360,0,,,,
7183,954366640,1,2,63,**,4,1,#,0,T,58,1,L,,,,,,
7184,963349203,1,1,24,27,2,1,#,0,K,20,1,L,,,,,,
7185,614291724,1,2,51,27,2,1,#,0,K,38,1,R,,,,,,
7186,946970212,1,2,30,13,3,17,#,0,T,24,1,L,324,0,40,99,0,0
7187,983235952,1,2,23,13,3,17,#,0,T,22,1,L,,,,,,
7188,603801604,1,2,37,28,4,1,#,0,K,19,1,L,540,0,160,99,0,1
7189,907392070,1,1,60,40,2,1,11,0,Q,55,1,0,,,,,,
7190,604084780,1,2,46,25,4,1,#,0,K,29,1,L,,,,,,
7191,241676713,1,2,76,13,4,6,#,0,T,76,1,R,,,,,,
7192,260454848,1,1,18,**,4,1,#,500,R,48,#,9,,,,,,
7193,249988667,1,1,31,**,4,1,12,500,T,29,#,9,120,0,,,,
7194,500271209,1,2,79,23,2,8,#,0,C,63,1,L,,,,,,
7195,988526443,2,#,0,13,2,3,#,0,T,999,51,#,,,,,,
7196,947061981,1,1,29,28,4,1,#,0,K,23,1,L,,,,,,
7197,253386706,1,1,13,3,4,10,#,0,H,44,1,a,,,,,,
7198,954722673,1,2,38,19,4,1,12,0,T,30,1,L,3240,0,110,99,0,0
7199,906487961,1,1,48,**,4,1,11,0,Q,38,1,L,130,0,,,,
7200,328599445,1,1,29,20,2,1,#,0,T,22,1,L,225,0,50,99,0,1
7201,950413205,1,2,29,**,4,1,#,0,T,23,1,L,110,0,90,99,0,1
7202,606046949,1,2,25,28,2,8,#,0,K,47,1,L,,,,,,
7203,966519342,1,2,52,34,4,99,#,0,N,49,#,#,,,,,,
7204,966018015,1,2,31,13,4,10,12,0,T,30,1,L,,,,,,
7205,317753515,1,1,40,24,2,1,12,0,C,31,1,L,,,,,,
7206,974654462,1,1,47,12,4,1,#,10,T,45,#,#,,,,,,
7207,966996673,1,1,68,27,2,1,12,0,T,62,1,a,,,,,,
7208,958470452,2,#,0,13,1,1,#,0,T,999,1,M,,,,,,
7209,991381133,1,2,55,17,2,1,#,0,R,54,1,L,,,,,,
7210,901068242,1,2,47,43,3,1,#,0,Q,29,1,L,,,,,,
7211,975590287,1,2,45,21,2,1,#,0,C,43,#,#,,,,,,
7212,264488049,1,2,48,**,4,1,#,500,T,47,#,9,,,,,,
7213,947882883,1,1,36,27,2,1,12,0,T,30,1,L,,,,,,
7214,240934204,1,1,22,4,2,1,11,0,H,22,1,L,,,,,,
7215,946613168,1,1,25,**,4,1,#,0,K,19,1,L,,,,,,
7216,972506529,2,#,0,13,1,16,12,0,T,999,51,9,,,,,,
7217,267810250,1,1,32,**,4,1,12,0,H,31,1,a,,,,,,
7218,607538294,1,1,36,26,4,1,11,0,K,29,1,L,,,,,,
7219,966605905,2,#,0,27,2,1,12,0,T,999,1,N,,,,,,
7220,984690223,1,1,49,**,2,1,12,500,T,48,1,L,,,,,,
7221,988980420,2,#,0,**,1,3,#,0,T,999,51,#,,,,,,
7222,267847542,1,2,11,28,2,1,#,0,K,42,1,a,,,,,,
7223,326772542,1,1,69,13,4,99,#,0,T,56,0,L,,,,,,
7224,961664632,2,#,0,13,1,3,#,0,T,999,51,#,,,,,,
7225,956637364,1,2,40,14,4,1,#,10,T,36,#,#,,,,,,
7226,250623313,1,2,28,41,2,1,12,0,Q,28,1,a,1,0,30,99,0,0
7227,272088268,1,1,50,13,4,99,#,0,T,50,1,a,,,,,,
7228,968634855,1,1,73,**,4,1,#,10,C,70,#,#,,,,,,
7229,260938662,1,1,34,1,4,1,11,0,D,33,1,a,,,,,,
7230,508260623,1,2,36,12,2,1,11,0,C,26,1,L,,,,,,
7231,317793022,1,2,40,14,4,1,11,0,T,29,1,a,,,,,,
7232,951208381,1,2,24,**,4,1,#,10,T,20,#,#,,,,,,
7233,316416261,1,1,34,11,4,8,#,0,T,19,1,L,,,,,,
7234,250982347,1,2,17,44,4,1,12,0,Q,42,1,L,1,0,20,99,0,0
7235,246840098,1,1,59,13,4,1,16,0,T,58,1,L,960,0,,,,
7236,242219388,1,2,39,18,2,1,#,500,R,38,1,L,4240,0,80,99,0,1
7237,981275381,1,2,29,4,2,1,#,10,H,27,#,#,,,,,,
7238,955962121,1,1,31,13,1,1,#,99,T,21,1,L,,,,,,
7239,979903833,1,2,45,14,2,1,12,0,T,42,1,L,,,,,,
7240,501147772,1,1,55,23,4,1,#,0,C,35,1,L,,,,,,
7241,972382716,2,#,0,13,2,3,#,0,T,999,51,#,,,,,,
7242,992575005,1,2,55,12,2,1,12,0,T,54,1,R,,,,,,
7243,970258999,1,1,67,28,4,1,12,500,K,61,1,L,594,0,50,99,0,1
7244,958934895,1,2,67,**,4,1,#,0,T,63,1,L,,,,,,
7245,987304792,1,2,61,3,2,1,#,0,H,59,1,L,,,,,,
7246,946296106,1,2,28,27,4,1,#,0,K,22,1,L,,,,,,
7247,990120819,1,2,9,14,4,1,#,500,T,39,1,R,,,,,,
7248,204590475,1,#,0,4,2,20,#,0,H,63,1,0,,,,,,
7249,327978497,1,1,41,**,90,1,#,0,T,34,1,L,,,,,,
7250,264591616,1,2,31,**,4,28,#,500,T,31,1,L,,,,,,
7251,995241962,1,1,47,13,4,1,11,500,T,46,#,#,,,,,,
7252,984241089,1,1,37,**,4,1,12,0,R,35,1,L,,,,,,
7253,946931842,1,1,22,**,4,1,12,0,T,47,1,L,,,,,,
7254,265815331,1,2,41,**,4,1,#,500,T,40,1,L,,,,,,
7255,949140648,1,2,48,13,4,10,#,0,T,43,1,L,1,0,110,99,0,0
7256,970710594,1,1,42,27,2,1,#,0,K,39,1,L,130,0,60,99,0,0
7257,340150551,1,1,67,**,2,1,#,0,T,60,1,0,,,,,,
7258,309403859,1,1,30,13,3,1,11,0,T,22,1,L,1220,0,,,,
7259,985915774,1,1,23,28,2,1,11,0,K,49,1,L,486,0,100,99,0,0
7260,968760333,1,2,44,43,4,1,#,0,Q,42,#,#,,,,,,
7261,965982957,1,1,35,13,2,1,11,0,T,32,1,L,,,,,,
7262,982353581,1,1,22,17,4,1,#,0,R,20,1,L,610,0,100,99,0,1
7263,971171848,1,2,41,3,2,1,11,0,H,35,1,a,480,1,,,,
7264,988908319,1,2,53,13,4,1,11,0,T,51,1,L,,,,,,
7265,978617937,1,2,66,22,2,1,11,500,Q,64,1,L,,,,,,
7266,997572562,1,1,12,**,2,1,#,0,T,38,1,L,,,,,,
7267,974961759,1,2,63,14,2,8,12,0,T,60,1,L,1680,1,0,3,4,0
7268,962718837,1,2,34,23,2,1,12,0,C,30,1,L,,,,,,
7269,986264684,1,2,38,**,4,1,12,0,K,36,1,L,,,,,,
7270,993478044,1,2,60,37,4,1,11,500,S,59,1,L,,,,,,
7271,251791746,1,2,19,13,3,8,12,0,T,19,1,L,540,0,20,6,1,1
7272,962348609,1,2,14,28,4,1,#,0,K,40,1,L,,,,,,
7273,971550862,1,1,43,**,4,1,11,500,T,40,1,L,,,,,,
7274,971872114,2,#,0,13,2,2,12,0,T,999,1,L,,,,,,
7275,993134577,1,1,43,38,4,1,11,0,S,42,1,L,,,,,,
7276,254000371,1,2,30,**,4,1,12,0,K,30,1,a,540,0,30,99,0,0
7277,959784434,1,1,31,**,4,1,12,0,T,27,1,L,,,,,,
7278,969704441,1,2,21,14,2,1,#,0,T,18,1,M,,,,,,
7279,257855903,2,#,0,4,90,99,12,2300,T,999,#,9,,,,,,
7280,308814486,1,2,34,14,4,1,11,0,T,25,1,L,324,0,140,99,0,0
7281,987263139,1,2,29,27,2,1,12,0,T,25,1,a,1080,0,40,10,1,1
7282,317978105,1,1,58,10,4,1,11,0,T,48,1,L,,,,,,
7283,247251413,2,#,0,13,2,3,11,0,T,999,51,9,,,,,,
7284,616196626,1,1,33,27,4,1,12,0,K,26,1,L,,,,,,
7285,966119235,1,1,59,12,4,1,11,0,T,55,1,L,,,,,,
7286,600829011,1,1,52,28,2,1,#,0,K,33,1,L,,,,,,
7287,947011001,1,1,31,13,4,12,#,0,T,23,1,L,1550,0,,,,
7288,403675216,1,2,39,38,2,1,#,0,S,27,1,a,324,0,100,99,0,0
7289,996677649,1,1,31,7,4,1,12,500,H,31,1,L,30360,0,90,99,0,0
7290,504828102,1,2,67,23,2,8,#,0,C,50,1,R,,,,,,
7291,985986315,1,2,23,5,3,10,#,0,H,20,1,L,,,,,,
7292,943350155,2,#,0,10,2,16,#,0,T,999,1,M,,,,,,
7293,987820769,1,2,45,8,4,1,11,0,T,44,1,L,,,,,,
7294,313309361,1,1,45,14,2,1,#,0,T,24,1,a,,,,,,
7295,950116789,1,2,55,13,2,1,#,0,T,50,1,L,,,,,,
7296,965328666,2,#,0,13,90,3,#,0,T,999,51,#,,,,,,
7297,250257591,1,1,55,13,4,1,#,500,T,55,1,L,,,,,,
7298,318068753,1,1,55,13,2,1,11,0,T,46,1,L,720,0,70,99,0,0
7299,942345855,2,#,0,13,4,98,#,0,T,999,51,9,,,,,,
7300,968891756,1,2,68,**,2,1,#,0,T,63,1,R,,,,,,
7301,972150803,2,#,0,13,1,3,#,0,T,999,51,#,,,,,,
7302,944867566,1,2,75,**,3,1,11,0,C,69,1,L,,,,,,
7303,304248900,1,2,61,14,4,1,#,0,T,46,1,L,,,,,,
7304,252501744,1,1,25,**,4,1,#,500,Q,24,1,L,,,,,,
7305,328165120,1,1,31,**,4,1,#,0,T,25,#,#,,,,,,
7306,969486829,1,2,24,**,4,1,11,0,T,20,1,L,,,,,,
7307,271551831,1,1,71,18,3,1,11,500,R,71,1,R,,,,,,
7308,962068208,2,#,0,22,2,2,#,0,T,999,1,#,,,,,,
7309,974814690,1,1,26,13,2,1,#,0,T,24,1,L,,,,,,
7310,996942959,1,1,14,27,2,1,#,0,K,39,1,L,550,0,20,6,1,0
7311,303200408,1,1,55,14,4,1,#,0,T,38,1,L,,,,,,
7312,613661891,1,1,41,27,4,1,#,0,K,26,1,L,,,,,,
7313,304806166,1,1,49,12,2,99,#,0,T,36,1,L,,,,,,
7314,972361714,1,2,38,**,2,1,11,0,K,36,1,L,,,,,,
7315,505230960,1,1,56,24,2,1,#,0,C,37,1,L,1590,0,70,99,0,1
7316,960389915,1,1,49,28,4,1,#,0,K,45,1,L,6980,0,,,,
7317,949757612,1,2,38,**,3,1,11,0,T,33,1,L,,,,,,
7318,991453087,1,2,48,27,2,12,12,0,K,47,1,L,12570,1,20,10,1,1
7319,961109941,1,1,20,11,2,1,#,0,T,13,1,a,7060,0,20,99,0,0
7320,961584581,2,#,0,13,2,99,#,0,T,999,1,M,,,,,,
7321,970556262,1,1,59,45,2,1,#,10,Q,57,#,#,,,,,,
7322,965697882,1,1,32,35,4,1,12,0,N,26,1,a,324,0,100,99,0,0
7323,967927009,1,1,32,13,4,1,#,0,T,28,1,L,,,,,,
7324,976565018,2,#,0,4,2,1,11,0,T,999,1,L,,,,,,
7325,943379535,1,1,53,12,4,1,#,0,T,47,0,#,,,,,,
7326,943476126,1,2,25,10,4,17,#,0,T,18,1,L,,,,,,
7327,980181322,1,1,32,**,4,1,#,500,T,31,#,#,,,,,,
7328,992082287,1,2,40,28,4,1,12,0,K,42,1,L,,,,,,
7329,330024850,1,2,50,**,4,1,#,100,T,43,1,0,,,,,,
7330,983390782,2,#,0,23,2,16,#,500,T,999,1,L,,,,,,
7331,318426522,1,1,32,**,4,1,#,0,T,23,1,L,700,0,80,99,0,1
7332,990509861,1,1,35,13,4,1,16,500,T,31,1,L,7620,0,70,99,0,0
7333,968856258,2,#,0,13,90,2,#,320,Q,999,#,#,,,,,,
7334,964324433,1,2,32,34,2,1,#,0,N,30,1,M,,,,,,
7335,258161722,1,1,30,47,4,99,#,0,T,30,#,9,,,,,,
7336,942300234,1,2,49,**,4,1,12,0,C,43,1,L,113,0,100,99,0,0
7337,986392072,1,1,41,21,4,1,12,0,C,39,1,L,,,,,,
7338,247201339,1,2,17,7,3,1,#,0,H,37,1,a,19199,0,20,99,0,1
7339,982218961,1,2,16,33,4,1,#,0,N,40,1,L,,,,,,
7340,986406045,2,#,0,12,1,3,#,0,T,999,51,#,,,,,,
7341,940041935,1,2,33,**,4,1,12,0,D,26,1,L,,,,,,
7342,974152203,1,1,41,13,1,99,#,99,T,38,0,L,,,,,,
7343,516191574,1,1,21,23,4,1,#,0,C,43,1,L,,,,,,
7344,946267614,1,2,69,23,4,1,#,0,C,63,1,L,,,,,,
