,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
2351,2351,242581544,1,1,45,29,2,1,#,500,K,45,1,L,2849,0,50,99,0,0
2353,2353,250704068,1,1,12,**,1,1,#,0,K,42,1,L,120,0,3,99,0,0
2363,2363,252574910,1,2,44,14,4,1,11,500,T,43,#,9,500,0,100,99,0,0
2364,2364,308578598,1,1,32,11,4,6,#,0,T,52,1,a,39885,1,40,99,0,1
2372,2372,941332987,1,1,55,43,2,1,11,0,T,46,1,L,324,0,100,99,0,0
2374,2374,248977230,1,1,33,13,4,1,11,0,T,33,1,a,1,0,50,99,0,0
2378,2378,907155766,1,2,51,**,4,1,11,0,Q,41,1,a,324,0,100,99,0,0
2391,2391,989269789,1,1,24,23,2,21,#,0,C,23,1,L,1920,1,3,10,3,1
2395,2395,950809770,1,1,26,27,4,17,#,0,T,18,1,a,4600,0,70,99,0,0
2401,2401,256629158,1,1,41,33,2,99,#,0,N,41,1,a,600,0,0,10,3,0
2402,2402,340256836,1,1,19,**,4,1,#,0,T,11,1,L,15540,0,90,99,0,0
2406,2406,508055614,1,1,58,21,2,1,#,0,C,46,1,L,11650,0,100,99,0,1
2414,2414,967273716,1,2,15,14,4,1,11,0,T,44,1,L,1000,0,20,99,0,1
2426,2426,613623790,1,2,45,27,4,99,#,0,K,30,1,L,1920,0,110,99,0,0
2433,2433,970135101,1,2,46,7,2,1,11,0,T,43,1,L,480,1,5,3,9,0
2435,2435,249199640,1,2,50,13,3,1,#,500,T,50,#,#,1,0,20,99,0,0
2436,2436,989305942,1,1,30,47,4,1,11,0,Q,29,1,L,1328,0,80,99,0,1
2437,2437,315853199,1,1,33,**,2,1,#,0,T,18,1,L,324,0,100,99,0,0
2443,2443,605972076,1,1,50,27,2,1,#,0,K,35,1,L,1350,0,100,99,0,0
2452,2452,948696230,1,2,26,14,4,21,#,0,T,20,1,L,1320,0,50,99,0,0
2454,2454,979067515,1,1,25,14,4,10,16,0,T,21,1,a,150,0,110,99,0,0
2458,2458,991346107,1,2,37,10,4,1,11,0,T,34,1,L,130,0,90,99,0,0
2463,2463,904489179,1,2,40,40,2,99,#,0,Q,26,1,L,3650,0,70,99,0,1
2465,2465,507894135,1,2,41,21,2,1,#,0,C,28,0,L,120,0,60,99,0,0
2469,2469,603436024,1,2,40,13,4,1,#,0,K,22,1,L,432,0,130,99,0,0
2470,2470,256272686,1,2,24,**,3,1,12,0,K,24,1,a,813,0,0,3,1,1
2473,2473,515499359,1,2,33,23,2,99,#,0,C,20,1,a,324,0,100,99,0,0
2474,2474,949152585,1,2,50,13,3,6,#,0,T,42,1,L,324,1,100,10,3,0
2477,2477,944618279,1,1,24,14,4,1,11,0,T,17,1,L,2554,0,100,99,0,2
2478,2478,996359041,1,1,26,28,2,1,12,0,K,26,1,L,1080,0,50,99,0,1
2481,2481,600625021,1,2,48,27,3,1,#,0,K,27,1,L,140,1,3,3,8,0
2482,2482,940239898,1,2,30,13,2,1,#,0,T,20,1,L,380,0,20,4,1,1
2488,2488,953407169,1,2,42,23,2,1,11,0,C,34,1,a,3685,0,70,99,0,1
2490,2490,306904283,1,2,48,19,2,1,#,0,T,38,1,L,324,0,20,4,3,0
2494,2494,991818590,1,2,17,7,2,1,#,0,H,47,1,L,1500,0,10,6,3,0
2496,2496,246366669,1,2,70,14,3,6,11,0,T,70,1,L,324,0,50,99,0,1
2498,2498,245157975,1,2,62,**,4,1,12,500,Q,61,1,L,480,0,50,99,0,0
2500,2500,600359504,1,1,74,24,4,1,#,0,K,53,1,L,360,0,50,99,0,0
2501,2501,340169510,1,1,37,12,4,1,11,0,T,29,1,L,540,0,100,99,0,0
2502,2502,505649906,1,1,50,22,2,1,#,0,C,34,1,L,3480,0,30,5,1,1
2512,2512,987449638,1,1,24,13,2,1,#,0,T,20,1,a,540,0,100,3,1,0
2528,2528,248288312,1,2,54,11,3,99,#,500,T,54,#,#,702,1,20,99,0,1
2529,2529,989902486,1,1,25,17,2,1,11,0,T,24,1,L,1424,0,40,99,0,0
2531,2531,986504561,1,2,41,**,4,1,11,0,C,39,1,L,550,0,100,99,0,1
2546,2546,950872857,1,1,32,13,2,8,#,0,T,26,1,L,90,1,3,10,3,0
2549,2549,957523745,1,2,20,**,2,1,#,0,T,40,1,L,360,0,3,10,3,0
2551,2551,964550314,1,2,19,32,4,1,#,0,N,48,1,L,432,0,100,99,0,0
2554,2554,703073756,1,1,38,18,4,1,#,0,R,22,1,L,840,0,70,99,0,0
2555,2555,947979344,1,1,31,29,3,11,#,0,K,24,1,L,1000,0,0,99,0,1
2558,2558,982812005,1,2,47,**,4,1,#,500,R,45,1,L,324,0,100,99,0,0
2560,2560,323411882,1,2,35,14,2,1,#,0,T,18,1,L,226,0,90,99,0,2
2561,2561,996202186,1,2,30,27,4,1,#,500,K,30,1,L,12713,0,90,99,0,1
2564,2564,607528855,1,1,46,28,2,1,11,0,T,37,1,L,2100,0,60,99,0,0
2566,2566,972528832,1,2,32,**,3,1,11,0,T,28,1,L,120,0,70,99,0,0
2573,2573,954746490,1,2,24,**,3,1,11,0,T,18,1,L,610,0,70,99,0,1
2576,2576,967276585,1,1,14,**,4,1,11,0,T,38,1,L,2000,0,20,99,0,0
2590,2590,941082784,1,2,38,14,2,17,12,0,T,31,1,L,11280,0,40,6,1,0
2603,2603,963229101,1,1,66,**,4,1,#,0,T,62,1,L,108,0,100,99,0,0
2606,2606,509300231,1,1,36,23,4,1,11,0,C,28,1,L,120,0,100,99,0,0
2609,2609,251324179,1,1,45,11,4,1,11,500,T,45,1,L,540,0,90,99,0,1
2617,2617,969528784,1,2,24,**,3,1,11,0,K,20,1,L,324,0,70,99,0,0
2626,2626,953631752,1,1,18,14,2,99,#,0,T,40,1,L,3720,0,20,99,0,0
2627,2627,255360394,1,2,24,**,2,1,#,500,T,23,#,9,1007,0,50,99,0,1
2630,2630,259771001,1,2,75,**,2,1,11,500,T,74,1,L,756,0,30,99,0,0
2635,2635,254853647,1,1,22,13,4,1,12,0,T,21,1,a,1007,0,50,99,0,1
2646,2646,972054508,1,2,15,13,4,8,#,0,T,12,1,L,1556,0,20,99,0,0
2658,2658,257584202,1,1,39,**,2,1,16,500,K,39,1,L,1,0,30,99,0,0
2662,2662,953120463,1,1,19,**,2,1,#,0,Q,54,1,L,594,0,50,99,0,1
2664,2664,513220766,1,1,50,23,2,1,#,0,C,31,1,L,240,0,60,99,0,0
2665,2665,256116192,1,1,57,**,4,1,#,0,K,57,1,L,700,0,70,99,0,1
2666,2666,242691608,1,1,22,22,2,1,#,0,C,22,1,R,2065,0,80,99,0,1
2678,2678,900332166,1,1,54,43,4,1,#,0,Q,7,1,L,520,0,90,99,0,0
2682,2682,947032130,1,2,42,**,4,1,#,0,T,36,1,L,1100,0,90,99,0,1
2684,2684,308712710,1,#,0,40,2,1,#,0,Q,25,1,L,518,0,50,99,0,0
2688,2688,960235775,1,2,29,12,2,17,11,0,T,22,1,L,1404,0,60,99,0,0
2692,2692,956217860,1,1,28,1,3,1,11,0,C,20,1,a,8000,0,10,9,4,1
2695,2695,961018778,1,2,49,23,4,1,11,0,T,42,1,L,302,0,100,99,0,0
2699,2699,255874872,1,1,46,**,4,1,12,0,Q,38,1,a,1,0,30,99,0,0
2700,2700,995759527,1,1,29,13,4,1,11,0,T,29,1,L,1774,0,80,99,0,1
2701,2701,988559410,1,1,57,13,4,1,12,500,T,56,1,L,378,0,100,99,0,1
2702,2702,944781629,1,2,29,13,4,17,#,0,T,20,1,L,324,0,100,99,0,0
2710,2710,607579723,1,1,25,27,4,1,#,0,K,18,1,L,980,0,80,99,0,2
2711,2711,328129283,1,1,25,13,3,17,12,0,T,17,1,L,2060,1,3,5,8,0
2712,2712,955018939,1,2,29,**,4,1,11,0,T,24,1,L,4428,0,100,99,0,0
2714,2714,948344346,1,1,26,14,2,1,12,0,T,20,1,L,5348,0,70,99,0,0
2717,2717,104061452,1,1,34,1,2,1,12,0,D,24,1,L,1080,0,100,99,0,0
2721,2721,614840192,1,1,55,28,2,1,#,0,K,43,1,L,2160,0,60,99,0,0
2733,2733,989919041,1,1,35,**,4,1,11,500,Q,34,1,L,1007,0,80,99,0,1
2734,2734,240404336,1,2,23,34,2,1,#,0,N,23,1,L,1920,0,3,99,0,1
2741,2741,246755687,1,2,37,11,2,8,11,0,T,35,1,a,4169,0,40,99,0,1
2752,2752,255213244,1,1,56,8,2,1,11,0,T,56,1,L,17237,0,40,99,0,1
2756,2756,969704560,1,2,31,**,4,10,12,0,T,25,1,a,130,0,110,99,0,0
2760,2760,248180404,1,2,33,11,2,8,#,0,T,33,1,L,2440,1,20,99,0,1
2764,2764,800236930,1,1,61,34,2,99,#,0,N,41,1,L,302,0,50,99,0,0
2769,2769,964430095,1,2,32,12,4,1,11,0,T,28,1,L,378,0,100,99,0,0
2770,2770,956598367,1,2,30,**,4,1,11,0,T,25,1,L,4017,0,100,99,0,1
2773,2773,241817284,1,1,9,21,4,1,12,0,C,39,1,L,130,0,2,99,0,1
2774,2774,946366833,1,1,38,**,2,1,11,0,H,30,1,L,1058,0,80,99,0,0
2777,2777,300577911,1,1,53,14,4,1,#,0,T,32,1,L,648,0,100,99,0,0
2778,2778,800337290,1,2,44,14,2,99,#,0,N,24,1,L,480,0,80,99,0,1
2783,2783,615384435,1,1,32,26,4,1,11,0,K,22,1,L,20,0,110,99,0,0
2788,2788,603464172,1,2,55,25,2,1,#,0,K,34,1,a,400,0,70,99,0,1
2794,2794,804415061,1,2,38,13,4,1,#,0,N,28,1,L,639,0,100,99,0,0
2799,2799,323043100,1,2,48,13,3,1,#,0,T,31,1,L,324,0,100,99,0,0
2805,2805,969384100,1,1,20,4,3,1,#,0,H,48,1,a,9280,0,10,3,2,0
2807,2807,605960049,1,2,24,30,2,1,#,0,K,40,1,L,370,0,60,99,0,0
2810,2810,246815195,1,1,27,4,4,99,12,0,H,25,1,L,972,0,100,99,0,0
2815,2815,248997299,1,2,32,28,4,1,#,0,S,32,1,a,1512,0,80,99,0,1
2818,2818,987532862,1,1,57,**,2,1,#,0,Q,56,1,L,1007,0,5,4,4,0
2820,2820,316892413,1,1,60,11,4,99,#,0,T,45,1,a,5900,0,100,99,0,0
2828,2828,970944694,1,1,22,13,4,17,#,0,T,19,1,L,2149,0,90,99,0,1
2829,2829,303385008,1,2,56,14,4,1,#,0,T,35,1,L,400,0,110,99,0,0
2834,2834,244023541,1,1,17,**,2,1,#,0,K,17,1,L,2000,0,3,4,3,0
2836,2836,246539461,1,2,61,**,4,1,#,500,C,60,1,L,594,0,50,99,0,1
2837,2837,304125230,1,2,49,9,2,1,#,0,T,31,1,L,3000,0,100,99,0,0
2841,2841,248684478,1,2,10,14,3,6,#,500,Q,36,0,#,1460,1,2,5,7,0
2848,2848,605514718,1,2,28,27,4,1,#,0,K,37,1,L,2140,0,80,99,0,2
2849,2849,954553666,1,1,67,9,2,8,#,0,T,59,1,L,216,1,100,10,3,0
2850,2850,941194500,1,2,27,13,4,17,#,0,T,18,1,a,1600,0,90,99,0,2
2851,2851,996829205,1,2,30,9,4,1,12,0,T,30,1,L,1500,0,90,99,0,1
2852,2852,804615167,1,1,29,22,4,1,#,0,N,20,1,L,324,0,100,99,0,0
2854,2854,946636581,1,1,23,13,2,17,11,0,T,17,1,L,324,0,100,99,0,0
2855,2855,989161162,1,1,31,**,4,1,#,0,T,30,1,L,2057,0,90,99,0,1
2865,2865,996195269,1,1,39,41,2,1,#,0,Q,36,1,L,1000,0,90,99,0,1
2869,2869,247793937,1,1,35,**,4,1,12,0,Q,33,1,L,10210,0,70,99,0,0
2870,2870,982789759,1,1,58,32,4,1,16,500,N,56,1,L,324,0,100,99,0,0
2871,2871,940807161,1,2,35,23,4,1,#,0,C,26,1,a,1,0,90,99,0,0
2875,2875,604036186,1,2,36,27,2,11,#,0,K,16,1,L,20000,0,70,99,0,1
2876,2876,986368298,1,2,41,14,2,8,12,500,T,40,1,L,398,0,40,99,0,1
2885,2885,960748245,1,1,75,22,3,12,#,0,C,71,1,L,130,0,50,99,0,0
2887,2887,255228925,1,2,64,**,4,1,#,500,T,64,1,L,120,0,50,99,0,0
2890,2890,962158216,1,1,19,15,2,1,#,0,T,46,1,L,680,0,10,3,2,0
2892,2892,941347419,1,1,46,14,2,1,#,0,T,37,1,L,1210,1,60,99,0,1
2894,2894,258727608,1,2,50,**,2,1,#,500,K,50,#,9,1,0,30,99,0,0
2910,2910,971965219,1,2,20,9,2,17,12,0,T,17,1,L,324,0,50,99,0,0
2914,2914,804872222,1,1,39,34,4,1,12,0,N,28,1,L,1007,0,130,99,0,1
2923,2923,906199551,1,#,0,44,2,8,#,0,Q,35,1,0,324,0,50,99,0,0
2928,2928,257937199,1,2,34,23,4,1,11,0,C,33,1,a,400,0,30,99,0,0
2932,2932,901807082,1,2,45,40,2,99,#,0,Q,26,1,L,443,0,70,99,0,1
2935,2935,962425419,1,2,19,14,2,1,#,0,T,47,1,a,2060,0,20,11,2,1
2941,2941,258250306,1,1,59,**,4,1,#,500,K,59,1,L,3063,0,5,99,0,0
2942,2942,800921533,1,2,63,34,4,99,#,0,N,44,1,L,1,0,50,99,0,0
2953,2953,987751604,1,2,39,27,2,1,11,0,K,38,1,L,1620,0,70,99,0,1
2954,2954,943967619,1,2,19,23,2,1,#,0,C,43,1,L,324,0,100,99,0,0
2957,2957,200854723,1,2,44,5,4,1,#,0,H,26,1,L,216,0,100,99,0,0
2963,2963,328568213,1,1,40,13,4,1,#,0,T,30,1,a,6500,0,90,99,0,1
2964,2964,959027905,1,1,30,27,4,1,#,0,T,23,1,a,25690,0,3,5,7,0
2965,2965,952121304,2,1,999,40,2,1,11,0,Q,999,1,L,1080,0,60,99,0,1
2966,2966,993507934,1,2,49,11,4,1,#,500,T,46,1,L,360,0,90,99,0,0
2971,2971,944520526,1,1,34,23,2,1,#,0,C,26,1,L,120,1,100,10,3,0
2984,2984,607268039,1,2,48,27,2,1,12,0,K,41,1,L,250,0,100,99,0,0
2986,2986,960714714,1,2,61,34,4,1,11,0,N,56,1,L,226,0,100,99,0,0
2994,2994,946771639,1,1,26,12,4,1,11,0,T,20,1,L,2149,0,110,99,0,1
2996,2996,607212681,1,1,42,**,2,1,#,0,K,34,1,L,1800,0,70,99,0,1
2997,2997,984515181,1,2,40,**,4,1,12,0,K,35,1,L,324,0,80,99,0,1
3001,3001,979865987,1,1,30,14,4,1,#,0,T,25,1,a,1007,1,3,99,0,1
3006,3006,241385324,1,1,38,**,4,1,#,500,K,36,1,L,324,0,90,99,0,0
3008,3008,985287002,1,2,15,**,4,1,11,0,T,44,1,L,432,0,100,99,0,0
3012,3012,246232556,1,2,57,12,2,26,12,500,T,57,1,L,240,1,40,99,0,0
3013,3013,250905231,1,2,21,2,2,1,#,0,H,50,1,L,360,1,50,99,0,0
3016,3016,974287529,1,2,20,28,3,12,#,0,K,17,1,L,1380,0,10,3,3,0
3017,3017,966760812,1,1,28,**,2,1,11,0,K,24,1,L,8800,1,10,5,7,0
3020,3020,995394177,1,1,34,45,4,1,11,0,Q,31,1,L,540,0,70,99,0,0
3030,3030,503171927,1,2,36,23,4,1,#,0,C,14,1,a,540,0,100,99,0,0
3035,3035,615594765,1,1,70,27,2,1,11,0,K,60,1,L,298,0,50,99,0,1
3036,3036,328629396,1,1,32,14,2,1,11,0,T,23,1,a,15700,0,100,8,1,1
3041,3041,958990958,1,1,54,28,4,1,11,0,K,49,1,L,-9330,0,90,99,0,0
3048,3048,259486013,1,2,31,**,4,1,11,500,N,31,1,L,240,0,30,99,0,0
3049,3049,970022841,1,2,20,1,2,1,12,0,D,34,1,a,7776,0,10,8,5,1
3057,3057,905853467,1,2,26,43,3,17,#,0,Q,12,1,a,5450,0,50,99,0,1
3061,3061,514203661,1,1,29,13,2,1,#,0,C,15,1,L,2000,0,60,99,0,1
3063,3063,255531268,1,1,37,28,4,1,11,500,K,36,1,L,360,0,90,99,0,0
3068,3068,942893929,1,2,27,**,2,1,#,0,T,20,1,L,540,0,30,8,3,1
3076,3076,255874749,1,1,58,21,3,8,12,0,T,56,1,a,5000,0,10,99,0,1
3086,3086,941635581,1,1,46,13,3,1,12,0,T,39,1,L,79992,1,80,4,1,1
3087,3087,252846817,1,1,63,27,4,1,11,500,K,63,1,L,1080,0,50,99,0,1
3089,3089,703114024,1,2,32,17,2,1,#,0,R,15,1,L,1460,0,100,99,0,0
3092,3092,247090968,1,2,32,28,4,28,#,0,K,32,1,a,140,0,60,99,0,1
3095,3095,514673762,1,2,56,21,4,1,#,0,C,42,1,L,45200,0,120,99,0,1
3097,3097,944674057,1,2,29,13,2,6,#,0,T,20,1,L,13100,0,10,4,1,0
3098,3098,958151790,1,1,57,24,2,1,#,0,C,50,1,L,324,0,100,99,0,0
3100,3100,946819120,1,2,27,34,4,1,#,0,N,21,1,L,324,0,100,99,0,0
3102,3102,987722911,1,2,42,47,4,1,12,500,Q,41,1,L,120,0,100,99,0,0
3106,3106,906663548,1,2,24,**,2,1,#,0,Q,15,1,L,540,0,100,99,0,0
3110,3110,942699028,1,1,47,13,2,1,11,0,T,38,1,L,35381,0,170,99,0,1
3117,3117,985839323,1,2,43,23,4,1,11,0,C,41,1,L,2000,0,100,99,0,1
3123,3123,973269999,1,1,50,**,2,1,12,0,T,44,1,L,6000,0,60,99,0,1
3130,3130,990896891,1,2,64,13,4,10,#,0,T,61,1,L,360,1,50,99,0,0
3142,3142,308410073,1,2,23,11,4,17,#,0,T,14,1,L,1480,0,90,99,0,1
3144,3144,313089454,1,1,41,14,4,1,#,0,T,22,1,L,40000,0,120,99,0,0
3145,3145,963665499,1,1,37,13,2,1,11,0,T,32,1,L,240,0,90,99,0,1
3146,3146,990701012,1,2,46,31,4,1,12,0,N,42,1,a,1249,0,20,99,0,1
3151,3151,314244216,1,2,49,9,4,99,#,0,T,34,1,L,324,0,100,99,0,0
3152,3152,319010285,1,1,31,13,2,1,12,0,T,21,1,L,1350,0,80,99,0,0
3156,3156,243547429,1,2,35,1,3,8,#,0,D,35,1,L,240,0,40,99,0,0
3163,3163,960396990,1,2,61,**,4,1,11,0,C,54,1,L,28390,0,50,99,0,1
3167,3167,256570491,1,2,37,**,4,1,#,500,K,37,1,L,594,0,70,99,0,1
3180,3180,309158198,1,2,37,13,4,6,#,0,T,26,1,L,2750,0,100,99,0,0
3185,3185,991294815,1,1,47,33,3,1,#,500,N,46,1,R,720,1,0,99,0,0
3189,3189,254789337,1,1,47,**,2,1,11,500,T,47,1,L,1,0,30,99,0,0
3197,3197,985349052,1,2,19,**,4,1,12,0,T,35,1,a,324,0,20,99,0,0
3207,3207,252649921,1,2,58,13,4,1,16,500,T,58,1,L,1444,0,80,99,0,1
3211,3211,948861118,1,2,4,28,4,1,11,0,K,27,1,L,1000,0,2,99,0,1
3218,3218,248004286,1,2,28,9,4,1,12,0,T,33,1,a,226,0,50,99,0,1
3222,3222,959986130,1,1,61,35,4,1,11,0,N,54,1,a,130,0,100,99,0,0
3223,3223,989084023,1,1,45,22,4,1,11,0,C,43,1,L,185,0,90,99,0,1
3226,3226,942607839,1,2,30,**,90,1,11,0,T,23,1,L,294,0,100,99,0,0
3235,3235,605887162,1,2,28,27,4,1,#,0,K,47,1,a,980,0,100,99,0,0
3236,3236,960653427,1,1,25,13,3,1,11,0,Q,21,1,L,130,0,40,12,1,1
3240,3240,951915297,1,1,25,23,2,1,#,0,C,17,1,a,2250,0,60,99,0,1
3242,3242,996757260,1,2,62,**,4,1,11,0,T,62,1,L,120,0,50,99,0,0
3244,3244,259156764,1,2,26,34,4,1,#,0,N,26,1,a,1,0,30,99,0,0
3254,3254,971562347,1,2,21,9,4,1,11,0,T,49,1,L,4630,0,110,99,0,1
3263,3263,947693200,1,2,26,**,4,1,12,0,K,19,1,L,648,0,100,99,0,0
3265,3265,977652160,1,2,19,**,3,1,#,0,T,17,1,L,2968,0,10,3,1,1
3270,3270,313117179,1,1,44,19,4,6,#,0,T,23,1,a,1080,0,100,99,0,1
3271,3271,246513052,1,2,20,12,4,28,#,500,T,20,#,L,1400,1,10,3,1,0
3272,3272,303665013,1,1,42,13,2,1,#,0,T,23,1,L,500,0,70,99,0,1
3284,3284,965514407,1,2,31,12,2,6,11,0,T,27,1,L,2600,0,50,99,0,1
3287,3287,205086264,1,1,33,11,2,1,11,0,T,24,1,L,324,0,100,99,0,0
3292,3292,948738381,1,2,27,27,4,1,#,0,Q,19,1,a,2020,0,80,99,0,1
3295,3295,977500788,1,1,28,38,4,1,12,0,S,25,1,L,1080,0,90,99,0,1
3301,3301,306090229,1,2,35,13,4,99,#,0,T,24,1,L,432,0,100,99,0,0
3302,3302,250661706,1,2,12,12,4,1,#,500,T,55,0,#,1,0,20,99,0,0
3313,3313,204860091,1,1,4,7,4,1,11,0,H,29,1,a,498,0,200,99,0,1
3318,3318,962580368,1,2,19,3,4,1,#,0,H,37,1,L,600,0,90,99,0,1
3320,3320,804754183,1,1,52,33,4,1,#,0,N,43,1,L,1800,0,90,99,0,1
3323,3323,205289155,1,2,24,6,3,17,#,0,H,14,1,a,16772,0,60,99,0,2
3327,3327,944940657,1,1,21,**,2,6,#,0,N,15,1,L,360,0,50,99,0,2
3331,3331,972745410,1,2,24,12,3,21,#,0,T,21,1,L,1967,1,3,10,3,1
3335,3335,992573900,1,1,53,12,2,1,11,0,T,52,1,L,540,0,100,99,0,0
3338,3338,996006635,1,2,37,46,3,1,11,500,Q,34,1,L,130,1,0,3,7,1
3341,3341,968055835,1,1,37,26,4,1,12,0,K,31,1,a,42950,0,90,99,0,0
3345,3345,607029208,1,1,23,28,2,1,#,0,K,41,1,L,265,0,80,99,0,1
3346,3346,241859079,1,1,37,13,4,1,#,500,T,34,1,L,960,0,100,99,0,1
3347,3347,988360718,1,1,44,37,4,1,11,0,S,42,1,L,594,0,80,99,0,1
3349,3349,243269506,1,1,18,24,2,1,#,0,C,18,1,L,580,0,3,4,1,1
3350,3350,954288252,1,1,20,**,4,1,#,0,C,54,1,L,1487,0,100,99,0,1
3353,3353,248435734,1,2,22,1,2,28,12,0,D,20,1,L,5389,0,30,99,0,1
3355,3355,316989825,1,1,24,13,2,1,#,0,T,42,1,a,4390,0,50,99,0,0
3360,3360,318582517,1,1,32,13,4,1,#,0,T,24,1,L,270,1,3,99,0,0
3373,3373,978319286,1,1,57,**,2,1,#,500,T,54,1,L,324,0,100,99,0,0
3374,3374,995712006,1,2,56,**,2,1,12,500,D,53,1,L,1440,0,100,99,0,0
3376,3376,515181833,1,1,32,23,2,1,#,0,C,20,1,L,1080,0,80,99,0,1
3378,3378,403222892,1,1,34,37,4,1,#,0,S,19,1,L,972,0,120,99,0,0
3380,3380,954935617,1,1,48,21,2,1,11,0,C,43,1,a,4975,0,70,99,0,1
3386,3386,979338580,1,2,26,13,4,1,#,0,T,21,1,a,324,0,90,99,0,0
3389,3389,988744524,1,1,20,14,4,1,12,0,Q,19,1,L,38678,0,80,99,0,1
3391,3391,313259785,1,1,39,13,2,99,#,0,T,21,1,L,45000,0,100,99,0,1
3393,3393,244567582,1,1,39,**,4,1,#,500,T,39,#,#,1598,0,5,99,0,1
3406,3406,314515110,1,1,41,14,2,1,#,0,T,21,1,L,2999,0,60,99,0,1
3408,3408,242953107,1,1,49,**,4,99,12,500,C,49,1,L,2678,0,170,99,0,0
3409,3409,992558681,1,1,52,46,2,1,11,0,Q,51,1,L,324,1,100,6,7,0
3417,3417,991818481,1,1,50,**,2,1,12,0,T,46,1,L,912,0,50,99,0,1
3420,3420,257389055,1,2,61,**,2,1,#,0,T,60,1,a,480,0,3,99,0,0
3426,3426,986415170,1,2,20,38,4,1,12,0,S,45,1,L,130,0,90,99,0,0
3427,3427,247489342,1,1,48,**,4,1,11,0,H,48,1,L,1230,0,80,99,0,0
3428,3428,981487141,1,2,34,22,2,1,#,0,C,54,1,L,1493,0,3,10,3,1
3444,3444,509035551,1,1,24,23,2,1,#,0,C,15,1,L,1000,0,70,99,0,1
3458,3458,942976035,1,1,31,14,2,1,11,0,K,22,1,L,648,0,80,99,0,1
3460,3460,954006297,1,2,19,40,2,99,#,0,Q,37,1,a,324,0,3,3,7,0
3463,3463,995225911,1,2,28,9,2,1,11,0,T,28,1,L,2117,0,30,11,1,1
3467,3467,327358536,1,1,35,15,4,1,11,0,T,25,1,L,120,0,90,99,0,0
3468,3468,951526639,1,1,28,**,2,1,#,0,D,22,1,L,1080,0,100,10,3,0
3469,3469,801235823,1,2,12,34,4,99,#,0,N,24,1,a,950,0,130,99,0,0
3473,3473,992282612,1,1,24,12,2,1,12,500,T,23,1,L,7340,0,60,99,0,1
3475,3475,987562729,1,1,21,**,2,1,11,0,T,41,1,a,4014,0,60,99,0,1
3482,3482,994457990,1,2,61,**,4,1,#,500,C,60,1,L,360,0,50,99,0,0
3483,3483,949509242,1,1,23,13,4,17,11,0,T,15,1,a,30360,0,50,8,5,0
3489,3489,504332131,1,1,41,23,4,1,#,0,C,24,1,L,360,0,100,99,0,0
3490,3490,703691255,1,2,23,**,2,1,#,0,R,15,1,L,540,0,80,99,0,0
3500,3500,607073032,1,1,48,28,2,1,#,0,K,37,1,a,1200,0,135,99,0,1
3501,3501,303828308,1,1,38,11,2,1,#,0,T,21,1,L,2000,0,80,99,0,0
3502,3502,994276678,1,1,21,13,3,1,#,0,K,20,1,L,324,1,3,7,6,0
3503,3503,990832635,1,1,42,14,4,1,11,0,T,41,1,L,4374,0,80,99,0,0
3506,3506,104282170,1,2,37,14,4,1,12,0,T,29,1,L,500,0,100,99,0,0
3508,3508,252062354,1,1,18,**,4,1,11,0,T,47,1,L,18259,0,20,99,0,1
3517,3517,603926358,1,1,37,27,2,1,#,0,K,19,1,L,324,0,100,99,0,0
3518,3518,954119053,1,1,27,27,2,1,#,0,K,20,1,a,1007,1,10,3,6,1
3520,3520,318651523,1,1,40,14,2,1,12,0,T,32,1,L,960,0,3,10,3,0
3521,3521,967468301,1,2,49,**,4,1,12,0,T,43,1,L,130,0,100,99,0,0
3523,3523,324569067,1,2,47,14,2,8,#,0,T,32,1,L,1000,1,10,4,9,1
3526,3526,313833398,1,1,57,13,2,8,#,0,T,37,1,a,2900,0,10,3,7,1
3529,3529,955582487,1,2,35,**,4,1,11,0,C,30,1,L,3801,0,100,99,0,0
3540,3540,240657583,1,2,15,45,2,1,#,0,Q,42,1,L,324,0,100,7,2,0
3541,3541,613224877,1,1,42,27,2,1,#,0,K,25,1,L,2311,0,80,99,0,0
3545,3545,256845142,1,1,22,**,4,1,12,0,T,22,1,a,594,0,30,99,0,0
3549,3549,991218376,1,1,5,**,4,1,12,0,H,31,1,L,2000,0,2,99,0,0
3553,3553,255046205,1,1,29,12,4,1,12,500,T,29,1,L,6478,0,30,99,0,0
3555,3555,252565043,1,2,26,**,4,1,#,500,K,26,1,L,1674,0,90,99,0,1
3557,3557,962979038,1,2,30,**,2,1,12,0,T,25,1,L,2004,0,0,3,2,1
3561,3561,340286942,1,1,31,13,4,1,11,0,T,21,1,L,324,0,100,99,0,0
3564,3564,241551648,1,1,45,14,2,28,#,500,K,45,#,#,360,1,3,10,3,0
3565,3565,515852335,2,#,0,22,2,99,#,0,T,999,1,L,324,0,100,99,0,0
3571,3571,246945597,1,1,32,12,4,1,11,0,T,30,1,L,11900,0,80,99,0,0
3573,3573,804559682,1,2,44,35,4,1,11,0,N,32,1,L,8800,0,130,99,0,1
3574,3574,246944808,1,2,27,33,2,1,#,0,N,25,1,R,700,0,50,99,0,1
3577,3577,242914997,1,2,12,**,4,1,11,0,T,44,1,L,960,0,20,99,0,0
