,Unnamed: 0,customer_id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign,amount,paid_flg,customer_rank,arrears_at,arrears_count,bill_updage_count
1208,1208,607196659,1,2,20,28,3,8,#,0,K,12,1,L,58440,0,60,99,0,0
1210,1210,974290379,1,2,47,5,2,8,12,0,T,44,1,L,3000,0,3,4,8,0
1211,1211,605680750,1,2,43,27,2,8,#,0,K,26,1,L,7220,0,60,99,0,1
1214,1214,965306123,1,1,35,11,2,1,11,0,T,31,1,L,1000,0,5,3,10,1
1217,1217,241055291,1,1,8,**,4,1,#,500,D,34,1,L,240,0,2,99,0,0
1218,1218,257254272,1,2,16,**,4,1,#,0,Q,46,1,a,19800,0,20,99,0,1
1225,1225,961716796,1,2,21,**,4,1,#,0,H,39,1,a,14874,0,90,99,0,1
1226,1226,244186086,1,2,27,27,4,1,#,500,K,25,1,L,18220,0,90,99,0,0
1230,1230,953517409,1,2,43,**,3,1,12,0,H,36,1,L,480,0,60,99,0,0
1233,1233,244535275,1,2,41,23,2,1,#,500,C,41,#,#,594,0,50,99,0,1
1234,1234,242578240,1,2,10,**,4,1,#,500,K,39,1,L,240,0,2,99,0,0
1237,1237,987966479,1,2,30,22,4,1,12,0,C,26,1,a,1599,0,100,99,0,1
1238,1238,986704741,1,2,31,23,2,1,11,0,C,30,1,L,2800,0,80,99,0,1
1252,1252,996322814,1,2,83,27,4,8,12,500,K,83,1,L,980,0,50,99,0,0
1255,1255,959699374,1,2,29,13,4,6,11,0,T,24,1,L,960,0,90,99,0,0
1256,1256,251862128,1,1,67,**,4,1,#,500,Q,63,1,L,1,0,50,99,0,0
1257,1257,950796799,1,1,34,27,2,1,11,0,T,26,1,L,574,0,100,6,2,0
1261,1261,603781985,1,2,37,28,4,99,#,0,K,16,1,a,3158,0,140,99,0,1
1265,1265,973655653,1,2,25,13,2,1,12,0,T,49,1,L,600,0,10,3,7,0
1269,1269,987996621,1,1,23,14,4,1,12,0,T,45,1,L,100000,0,100,99,0,1
1271,1271,960753299,1,2,29,**,4,1,#,0,S,25,1,L,1190,0,100,99,0,1
1273,1273,954490641,1,2,71,**,4,1,#,0,K,38,1,L,480,1,50,99,0,0
1274,1274,256123089,1,1,33,1,4,1,#,500,D,33,#,9,5142,0,30,99,0,1
1278,1278,249109428,1,1,33,13,4,6,#,500,T,31,1,L,2690,0,50,99,0,0
1281,1281,940634259,1,2,999,14,4,1,#,0,T,23,1,L,1540,0,3,99,0,1
1284,1284,328498477,1,1,30,42,3,1,#,0,T,23,1,L,980,0,50,99,0,1
1287,1287,323035257,1,2,68,12,2,1,#,0,T,50,1,L,540,0,100,99,0,0
1288,1288,507379674,1,1,31,**,2,1,#,0,C,15,1,a,30120,0,70,99,0,0
1295,1295,314021690,1,2,38,11,2,1,#,0,T,21,1,L,324,1,5,3,9,0
1302,1302,982398125,1,1,18,43,4,99,#,0,Q,44,1,L,240,0,20,99,0,0
1303,1303,203927912,1,1,47,4,2,1,#,0,H,33,1,L,140,0,60,99,0,0
1304,1304,254791836,1,2,28,13,2,1,#,500,T,28,1,L,1040,0,5,99,0,1
1311,1311,970125668,1,1,52,27,2,1,11,0,T,46,1,a,26640,0,110,99,0,1
1316,1316,607076519,1,1,24,**,2,1,#,0,K,15,1,L,626,0,100,99,0,0
1320,1320,508613217,1,1,21,23,4,1,#,0,C,36,1,L,4500,0,110,99,0,1
1323,1323,241096397,1,2,17,**,4,1,#,500,T,49,#,#,10800,0,20,99,0,1
1324,1324,989271011,1,2,37,14,4,8,11,0,T,36,1,L,560,0,60,99,0,0
1327,1327,943247491,1,2,28,13,4,10,#,0,K,20,1,L,5400,0,80,99,0,1
1328,1328,980191542,1,1,25,46,2,1,16,500,Q,23,1,L,800,1,3,10,3,1
1330,1330,204763469,1,1,36,4,4,1,#,0,H,26,1,L,900,0,100,99,0,1
1331,1331,703425664,1,#,0,17,4,1,#,0,R,27,1,L,2440,0,20,99,0,1
1338,1338,325658120,1,1,31,13,2,5,#,0,T,17,1,L,324,0,100,4,8,0
1344,1344,253833503,1,1,21,14,4,1,#,500,T,21,#,9,1,0,30,99,0,0
1348,1348,994214126,1,1,63,13,2,1,16,500,T,59,1,L,540,0,50,99,0,1
1350,1350,340360061,1,1,45,**,4,1,#,0,T,38,1,L,999,0,100,99,0,1
1355,1355,958977141,1,1,51,14,4,1,#,0,T,44,1,L,2116,0,90,99,0,1
1361,1361,982354086,1,2,17,14,4,1,12,0,T,45,1,L,432,0,20,99,0,0
1363,1363,244370961,1,1,58,**,4,1,#,0,T,58,1,L,1050,0,50,99,0,0
1365,1365,976924851,1,2,30,13,4,1,11,0,Q,26,1,L,500,0,90,99,0,1
1367,1367,955593871,1,2,46,12,2,1,12,0,T,40,1,L,1630,1,70,99,0,1
1376,1376,326615123,1,2,62,12,2,6,#,0,T,52,1,L,120,0,50,99,0,0
1377,1377,988113370,1,2,44,44,4,1,12,0,Q,40,1,a,540,0,100,99,0,0
1378,1378,987841009,1,2,62,**,4,1,11,0,T,60,1,L,75,0,50,99,0,1
1380,1380,940393014,1,1,33,14,4,1,#,0,T,23,1,a,540,0,100,99,0,0
1381,1381,317994306,1,2,39,13,4,20,#,0,T,29,1,L,324,0,100,99,0,0
1387,1387,988692183,1,2,27,**,2,1,11,0,T,23,1,L,3760,0,100,99,0,0
1388,1388,257363527,1,1,46,**,2,1,#,0,T,46,1,a,120,0,30,99,0,1
1391,1391,506995428,1,1,46,22,90,1,#,0,C,30,1,a,32646,0,90,99,0,1
1393,1393,204402610,1,1,27,**,2,1,#,0,H,16,1,L,1530,0,40,10,3,0
1394,1394,965006086,1,1,31,14,4,1,11,0,T,27,1,L,130,0,130,99,0,0
1408,1408,941936247,2,1,999,7,2,1,#,0,H,999,1,a,972,1,100,3,10,0
1411,1411,946404970,1,2,58,29,2,1,#,0,K,52,1,L,2678,0,10,5,1,1
1416,1416,248624014,1,2,36,13,4,1,#,0,K,35,1,L,1000,0,90,99,0,0
1435,1435,966990122,1,2,54,34,2,1,#,0,N,48,1,L,750,0,70,99,0,0
1438,1438,252011765,1,1,70,**,4,1,12,500,H,70,1,L,1296,0,40,99,0,1
1440,1440,994192105,1,1,35,11,4,1,#,500,T,31,1,L,2970,1,3,99,0,1
1442,1442,241560605,1,1,13,23,2,1,#,0,C,38,1,L,360,1,10,4,3,0
1443,1443,253693975,1,2,53,**,4,1,#,0,K,53,1,a,1,0,30,99,0,0
1448,1448,951532594,1,2,58,**,2,1,#,0,C,52,1,L,10640,0,60,99,0,1
1452,1452,969759201,1,2,22,26,2,17,#,0,K,19,1,L,324,1,100,10,3,0
1453,1453,968859740,1,2,26,23,2,1,11,0,C,22,1,L,1763,0,60,99,0,2
1454,1454,954051676,1,2,23,6,2,22,#,0,H,18,1,L,3335,0,40,99,0,0
1456,1456,606571405,1,2,41,**,4,1,12,0,K,31,1,L,324,0,100,99,0,0
1463,1463,950079648,1,2,53,27,4,10,11,0,K,48,1,L,216,0,130,99,0,1
1466,1466,240738432,1,2,16,**,4,1,#,0,T,45,1,L,500,0,20,99,0,0
1467,1467,991386392,1,2,22,1,2,8,12,0,D,19,1,a,1460,0,5,3,5,1
1477,1477,940687081,1,1,62,13,4,1,#,0,Q,52,1,L,1058,0,50,99,0,1
1480,1480,987843048,1,2,46,**,4,1,12,0,D,45,1,L,8638,0,80,99,0,1
1481,1481,255868739,1,1,18,**,4,1,#,0,T,48,1,a,2460,0,20,99,0,1
1483,1483,947165023,1,1,58,27,3,1,#,0,K,49,1,a,8292,0,90,99,0,1
1484,1484,240857206,1,1,15,**,3,1,#,0,Q,44,1,L,1000,0,20,99,0,1
1495,1495,990891986,1,2,21,47,3,8,11,0,Q,20,1,L,8580,0,10,5,2,1
1507,1507,990037809,1,1,16,**,4,1,#,500,T,43,1,L,960,0,50,99,0,0
1508,1508,995370139,1,1,59,17,4,1,#,500,R,56,1,L,410,0,90,99,0,1
1514,1514,253332923,1,1,14,**,4,1,#,500,N,44,1,L,4244,0,20,99,0,1
1515,1515,962125299,1,2,28,11,2,1,11,0,T,23,1,L,864,0,100,99,0,0
1517,1517,966371287,1,2,35,9,2,1,11,0,Q,31,1,L,6390,0,40,12,1,1
1522,1522,977476722,1,2,29,**,2,1,#,0,T,24,1,a,324,1,100,8,3,0
1531,1531,251047007,1,2,76,28,2,21,#,500,K,76,1,L,400,1,3,99,0,0
1533,1533,615992166,1,2,39,28,4,1,11,0,K,29,1,a,1940,0,120,99,0,0
1534,1534,980706537,1,1,32,**,2,1,11,0,T,28,1,a,4530,0,0,4,1,0
1536,1536,962505743,2,#,0,12,4,3,11,0,T,999,51,#,800,0,50,99,0,0
1540,1540,943561209,1,1,51,13,4,1,11,0,T,44,1,L,324,0,130,99,0,0
1543,1543,966020425,1,2,15,**,2,1,12,0,T,47,1,L,324,0,20,99,0,0
1546,1546,990849345,1,1,17,13,4,10,#,0,T,40,1,L,960,0,20,99,0,0
1547,1547,801463697,1,1,38,35,4,1,#,0,N,20,1,L,2565,0,130,99,0,1
1549,1549,989779619,1,1,36,26,2,1,11,0,K,35,1,L,800,0,50,99,0,0
1554,1554,103019077,1,1,39,1,2,1,#,0,D,20,1,a,4000,0,60,99,0,1
1557,1557,506308517,1,1,41,23,4,1,#,0,C,26,1,L,174,0,100,99,0,0
1558,1558,204212496,1,2,52,4,2,1,#,0,H,37,1,a,230,1,0,10,3,0
1559,1559,977760336,1,2,46,23,2,6,#,0,C,43,1,M,2160,0,50,99,0,0
1563,1563,957956325,1,1,44,11,2,1,11,0,T,39,1,L,11880,0,70,99,0,0
1565,1565,603334983,1,2,44,28,4,1,#,0,K,24,1,L,1500,0,160,99,0,1
1571,1571,246828221,1,2,32,27,4,1,#,500,K,32,1,L,1750,0,90,99,0,0
1582,1582,514789191,1,1,34,22,2,1,#,0,C,49,1,L,9100,1,0,3,6,1
1584,1584,947234572,1,2,25,13,3,6,#,0,T,20,1,L,12774,1,150,99,0,1
1585,1585,958678214,1,2,30,40,2,1,12,0,Q,25,1,L,324,0,100,99,0,0
1597,1597,965627956,1,1,33,8,2,6,#,0,T,27,1,L,700,0,50,99,0,1
1599,1599,986770163,1,1,49,14,4,1,11,0,T,48,1,L,1058,0,100,99,0,1
1601,1601,903885213,1,2,62,40,2,1,#,0,Q,47,1,L,4280,0,50,99,0,1
1606,1606,990533422,1,2,30,27,4,8,#,500,K,29,1,L,1967,0,100,99,0,0
1612,1612,940635299,2,#,0,13,2,1,#,0,T,999,1,L,972,0,70,99,0,0
1613,1613,960235741,1,2,49,13,90,99,#,320,H,44,#,#,864,0,100,99,0,0
1619,1619,804320423,1,2,23,34,4,1,#,0,N,10,1,a,324,0,110,99,0,0
1625,1625,983210806,1,2,23,12,2,6,12,0,T,21,1,L,2900,1,5,3,7,0
1629,1629,303691552,1,2,45,14,2,8,#,0,T,28,1,L,13331,0,100,99,0,1
1630,1630,250131243,1,2,40,**,2,1,#,500,Q,40,1,L,1311,0,3,7,2,1
1640,1640,962107640,1,2,25,**,4,1,11,0,H,21,1,L,3600,0,100,99,0,0
1648,1648,616054711,1,2,25,24,4,1,#,0,K,46,1,a,1007,0,100,99,0,1
1649,1649,249597361,1,2,30,27,2,10,#,0,K,29,1,L,830,0,50,99,0,1
1653,1653,942970665,1,2,27,28,4,1,#,0,K,20,1,L,2334,0,120,99,0,1
1654,1654,300736390,1,2,42,14,2,6,#,0,T,22,1,L,424,0,80,99,0,1
1664,1664,969265107,1,2,21,**,3,1,#,0,N,41,1,L,240,0,60,99,0,0
1667,1667,257377420,1,2,29,13,1,6,#,500,T,29,1,L,1100,0,5,99,0,1
1675,1675,250891051,1,2,23,27,3,1,12,0,K,21,1,L,2678,0,100,99,0,0
1677,1677,601207988,1,1,57,28,4,99,#,0,K,36,1,L,1218,0,150,99,0,0
1689,1689,982236963,1,2,20,27,4,1,12,0,K,47,1,a,324,0,100,99,0,0
1692,1692,703527222,1,1,21,16,3,1,#,0,R,11,1,L,1760,0,70,99,0,0
1697,1697,203018536,1,2,44,7,4,1,#,0,H,26,1,L,120,0,100,99,0,0
1707,1707,940869160,1,2,35,27,2,1,#,0,K,28,1,L,600,1,3,10,3,0
1711,1711,247776817,1,1,67,40,2,1,11,0,Q,67,1,L,324,0,50,99,0,0
1713,1713,244536644,1,1,17,27,2,99,#,500,K,15,#,9,9020,1,0,10,1,0
1715,1715,986307262,1,2,43,**,4,1,11,0,T,42,1,L,1180,0,90,99,0,0
1719,1719,248970680,1,2,61,**,4,1,12,0,K,60,1,L,1490,0,50,99,0,1
1726,1726,983681716,1,2,50,1,4,1,12,0,D,48,1,L,302,0,100,99,0,0
1728,1728,303883176,1,2,65,13,2,8,#,0,T,49,1,L,240,0,50,99,0,0
1731,1731,252307243,1,1,9,**,4,1,#,0,K,39,1,a,540,0,2,99,0,1
1736,1736,953231827,1,2,37,44,2,1,#,0,Q,32,1,L,44670,0,50,99,0,0
1738,1738,246561450,1,1,21,4,4,1,11,500,H,19,#,9,1440,0,100,99,0,0
1739,1739,997130345,1,1,58,31,4,1,11,500,N,57,1,L,6525,0,90,99,0,1
1745,1745,953550797,1,1,36,**,2,1,11,0,K,29,1,L,130,0,60,99,0,0
1747,1747,250260017,1,1,44,**,4,1,#,500,K,44,1,L,3064,0,90,99,0,1
1748,1748,994901538,1,1,27,**,2,1,#,0,T,26,1,L,1,0,40,99,0,0
1753,1753,961766567,1,1,24,**,4,1,11,0,K,51,1,L,15207,0,100,99,0,0
1754,1754,976862302,1,1,42,14,2,12,11,0,T,39,1,L,7680,0,40,99,0,0
1758,1758,966138714,1,2,24,**,4,1,11,0,T,51,1,a,120,0,100,99,0,0
1759,1759,600367501,1,1,53,27,3,1,#,0,K,31,1,L,120,0,80,99,0,1
1763,1763,958721230,1,2,21,23,2,1,#,0,C,14,1,a,3361,0,90,99,0,1
1765,1765,506789108,1,2,47,23,2,1,#,0,C,32,1,L,324,0,100,99,0,0
1766,1766,994608092,1,2,44,12,4,1,12,0,T,43,1,L,1007,0,100,99,0,1
1767,1767,987270866,1,2,44,**,3,1,11,0,Q,40,1,a,2474,0,0,8,2,1
1774,1774,250564992,1,2,59,22,2,1,11,0,C,59,1,L,541,0,30,99,0,0
1775,1775,961801762,1,1,55,15,4,99,#,0,H,49,1,a,324,0,100,99,0,0
1777,1777,992146702,1,2,36,11,4,1,11,0,T,34,1,L,8485,0,80,99,0,1
1780,1780,326647384,1,2,40,11,4,1,#,0,T,27,1,a,2255,0,110,99,0,1
1783,1783,941953656,1,2,32,12,2,1,11,0,T,25,1,L,324,0,50,99,0,2
1784,1784,942256211,1,1,59,**,2,1,11,0,T,52,1,L,240,0,60,99,0,0
1785,1785,990240652,1,1,26,**,4,1,11,0,T,24,1,L,0,1,3,99,0,1
1788,1788,259786235,1,2,44,27,4,1,#,500,K,43,1,L,1,0,30,99,0,0
1793,1793,403284898,1,1,40,38,2,99,#,0,S,26,1,L,49500,0,110,99,0,1
1801,1801,257927779,1,2,41,14,2,26,#,0,T,41,1,a,1,0,5,99,0,0
1803,1803,903729183,1,1,37,44,2,99,#,0,Q,22,1,L,480,0,60,99,0,0
1807,1807,961358918,1,1,46,34,2,99,#,0,N,42,1,L,360,0,70,99,0,1
1808,1808,328286369,1,1,21,14,4,20,12,0,T,12,1,L,980,0,90,99,0,1
1816,1816,973602194,1,1,23,14,2,1,12,0,T,21,1,L,451,0,60,99,0,1
1820,1820,997537637,1,2,70,**,4,8,#,500,T,69,1,L,33120,0,50,99,0,0
1821,1821,940080625,1,2,47,**,2,1,#,0,T,37,1,a,1404,0,100,99,0,0
1828,1828,905839792,1,1,62,43,4,99,#,0,Q,51,1,L,1,0,50,99,0,0
1830,1830,205233198,1,2,30,4,2,1,11,0,C,22,1,L,400,0,30,8,2,1
1831,1831,514552794,1,1,29,**,4,1,#,0,C,15,1,L,120,0,120,99,0,0
1834,1834,242184706,1,1,10,23,3,1,11,0,C,20,1,L,500,0,2,99,0,1
1842,1842,942821817,1,1,31,20,2,1,11,0,C,22,1,a,3200,0,70,99,0,0
1844,1844,983658784,1,2,22,**,2,1,12,0,K,20,1,L,324,0,100,99,0,0
1848,1848,959934313,1,1,19,2,2,1,#,0,H,15,1,L,972,0,50,99,0,1
1864,1864,246745303,1,2,59,11,4,1,11,500,T,58,1,L,2480,0,90,99,0,0
1866,1866,249273254,1,2,11,28,4,1,#,0,K,36,1,L,720,0,2,6,2,0
1871,1871,323416924,1,1,41,8,3,1,#,0,T,25,1,L,249,1,3,6,7,1
1873,1873,243224793,1,1,70,28,4,28,#,500,K,70,1,L,540,0,50,99,0,1
1877,1877,961601713,1,2,48,13,4,99,#,0,T,43,1,L,205,0,50,99,0,0
1879,1879,954805512,1,1,19,9,3,17,#,0,T,15,1,L,3000,0,0,3,10,0
1894,1894,326092565,1,2,24,12,2,1,#,0,T,47,1,L,191,0,70,99,0,0
1905,1905,955840257,1,1,36,13,2,10,#,0,T,29,1,a,32,0,100,99,0,0
1908,1908,952795407,1,2,27,27,2,23,#,0,K,19,1,a,10000,0,50,99,0,1
1913,1913,977690134,1,2,27,34,2,1,#,0,N,22,1,L,400,0,60,99,0,0
1938,1938,952794148,1,1,21,21,2,1,#,0,C,46,1,L,100,0,60,99,0,0
1942,1942,253890123,1,1,52,20,2,1,#,0,T,50,1,L,1120,0,40,99,0,0
1943,1943,956514141,1,1,56,**,2,1,11,0,K,51,1,L,13220,0,70,99,0,0
1944,1944,314676594,1,2,49,13,4,1,#,0,T,32,1,L,1100,0,110,99,0,0
1948,1948,247010165,1,2,33,40,4,1,#,0,Q,33,1,a,334,0,70,99,0,1
1949,1949,700193397,1,2,37,23,4,1,#,0,R,19,1,L,470,0,170,99,0,1
1953,1953,906419690,1,1,64,**,2,1,#,0,Q,55,1,L,1,0,50,99,0,0
1962,1962,245087415,1,2,21,12,1,8,#,0,T,21,1,L,2060,1,5,3,8,0
1963,1963,906211808,1,2,22,40,4,1,#,0,Q,28,1,a,2170,0,90,99,0,1
1967,1967,201181589,1,1,43,4,2,1,#,0,H,24,1,a,324,0,100,99,0,0
1970,1970,944344177,1,2,32,14,2,1,12,0,T,26,1,L,480,0,70,99,0,1
1972,1972,325261606,1,1,24,14,4,1,#,0,T,11,1,L,1628,0,110,99,0,1
1974,1974,242810681,1,1,16,**,4,1,#,0,T,18,1,L,540,0,20,99,0,1
1978,1978,966733900,1,1,49,1,2,1,#,0,D,43,1,L,360,0,50,99,0,0
1985,1985,942292391,1,2,27,30,4,17,12,0,T,20,1,L,2160,0,90,99,0,1
1994,1994,252309888,1,2,14,28,4,1,12,0,K,45,1,L,581,0,20,99,0,0
2002,2002,315134121,1,1,52,13,2,1,#,0,T,33,1,L,1058,0,70,99,0,1
2004,2004,943708001,1,2,55,23,2,1,#,0,C,49,1,L,1320,0,60,99,0,0
2018,2018,954545278,1,1,25,**,2,17,#,0,T,17,1,L,8262,0,50,99,0,1
2028,2028,981777376,1,2,19,5,2,1,#,0,H,44,1,a,1137,0,20,99,0,1
2030,2030,603616783,1,1,19,30,4,1,#,0,K,33,1,L,20,0,120,99,0,0
2032,2032,252293291,1,2,20,**,4,1,11,0,C,44,1,L,120,0,20,99,0,0
2033,2033,249331375,1,1,61,**,4,1,11,500,Q,59,1,L,4968,0,50,99,0,0
2036,2036,974086068,1,1,49,**,3,1,#,0,T,46,1,L,1,0,50,99,0,0
2040,2040,613316083,1,1,33,**,2,1,#,0,K,17,1,L,540,0,100,99,0,0
2041,2041,982385763,1,2,35,**,4,1,11,500,C,33,1,L,3422,0,90,99,0,0
2048,2048,947043981,1,1,46,1,4,6,#,0,D,39,1,R,1,0,80,99,0,0
2051,2051,503333207,1,1,45,**,4,1,#,0,C,24,1,a,6610,0,100,99,0,0
2055,2055,258767063,1,2,60,**,4,1,#,0,T,60,1,a,1620,0,30,99,0,1
2066,2066,258521343,1,1,24,**,4,1,12,0,T,24,1,a,480,0,30,99,0,0
2074,2074,258294156,1,1,19,34,2,8,#,0,N,17,1,a,2000,0,5,99,0,0
2077,2077,804924939,1,1,71,34,2,1,#,0,N,60,1,L,49960,1,50,99,0,0
2078,2078,800850514,1,1,39,34,4,99,#,0,N,21,1,L,4930,0,160,99,0,1
2080,2080,943840532,1,2,33,11,4,1,#,0,T,24,1,a,324,0,100,99,0,0
2081,2081,907169116,1,1,24,**,4,1,#,0,Q,37,1,L,1007,0,90,99,0,1
2094,2094,323824699,1,1,35,14,2,99,#,0,T,17,1,L,19600,0,60,99,0,0
2102,2102,972739529,1,2,40,4,4,1,11,0,H,37,1,L,432,0,100,99,0,1
2106,2106,959347587,1,1,47,**,2,1,#,0,T,43,1,L,400,0,60,99,0,0
2109,2109,993744078,1,1,61,12,4,1,#,500,T,60,1,L,2149,0,50,99,0,0
2110,2110,309321334,1,2,24,13,4,1,#,0,T,46,1,L,380,0,100,99,0,0
2115,2115,310290821,1,1,48,14,4,1,#,0,T,28,1,L,200,0,130,99,0,0
2116,2116,203834037,1,2,34,5,4,1,#,0,H,18,1,a,77833,0,80,99,0,1
2121,2121,607429307,2,#,0,26,2,1,12,0,K,999,1,L,324,0,100,99,0,0
2130,2130,242096080,1,2,27,**,4,1,12,500,C,26,1,L,1637,0,90,99,0,1
2142,2142,961114652,1,2,19,32,4,1,#,0,N,44,1,L,1330,0,70,99,0,1
2143,2143,951972278,1,1,26,26,4,1,11,0,K,40,1,a,960,0,110,99,0,0
2147,2147,258916309,1,1,24,33,2,1,11,0,N,24,1,a,29620,0,30,99,0,0
2148,2148,942485070,1,1,27,1,2,8,12,0,T,21,1,L,8539,0,0,5,4,1
2149,2149,954637467,2,#,0,13,2,2,#,0,T,999,1,L,324,0,100,99,0,0
2150,2150,252014761,1,2,33,21,4,1,#,500,C,32,#,9,4748,0,80,99,0,0
2151,2151,203524467,1,2,32,4,4,1,#,0,H,18,1,L,10000,0,140,99,0,1
2153,2153,995978569,1,1,52,13,2,1,#,500,T,50,1,L,2149,1,0,3,3,1
2158,2158,249622465,1,2,23,13,4,1,12,0,T,23,1,L,1620,0,40,99,0,0
2160,2160,907516835,1,1,23,**,2,1,#,0,Q,13,1,a,960,0,50,99,0,0
2161,2161,250002629,1,2,38,**,2,1,12,0,S,38,1,L,1,0,30,99,0,0
2163,2163,994782657,1,1,33,26,4,1,11,0,K,30,1,a,5418,0,100,99,0,1
2164,2164,804201769,1,2,68,35,4,99,#,0,N,54,1,L,540,0,50,99,0,1
2167,2167,977562402,1,2,26,**,4,1,11,0,K,24,1,L,500,0,100,99,0,1
2169,2169,317067589,1,2,66,13,4,1,#,0,T,51,1,a,240,0,50,99,0,0
2170,2170,203879830,1,2,44,7,4,1,#,0,H,28,1,L,324,0,100,99,0,0
2176,2176,254927742,1,2,22,26,2,6,#,0,T,20,1,a,2760,0,0,99,0,0
2177,2177,995208053,1,2,47,21,2,1,#,0,C,46,1,L,648,0,100,10,3,0
2184,2184,985069670,1,2,25,23,4,6,11,0,C,21,1,a,2817,0,90,99,0,0
2185,2185,962642578,1,2,38,7,2,1,#,0,H,34,1,L,20400,0,70,99,0,0
2191,2191,981862942,1,2,24,27,2,1,#,0,K,21,1,L,1300,0,30,9,1,1
2193,2193,941253103,1,1,27,4,3,1,#,0,T,20,1,L,3917,0,40,6,1,1
2197,2197,240248896,1,2,33,26,4,1,12,0,T,33,1,L,2000,0,70,99,0,0
2201,2201,981474806,1,2,27,5,4,1,#,0,H,25,1,L,3600,0,100,99,0,1
2205,2205,249503571,1,1,66,**,4,1,#,500,T,66,0,#,432,0,50,99,0,1
2206,2206,904782823,1,2,30,40,4,1,#,0,Q,14,1,L,324,0,100,99,0,0
2208,2208,988625413,1,2,41,14,2,1,#,0,T,40,1,L,480,0,40,99,0,0
2209,2209,601170055,1,1,51,25,2,1,#,0,K,31,1,L,240,0,3,3,9,1
2213,2213,944989017,1,1,30,23,2,1,#,0,C,23,1,L,864,1,3,9,4,0
2215,2215,307659814,1,2,30,11,2,1,12,0,T,20,1,L,2560,0,70,99,0,1
2219,2219,960237487,1,1,29,**,4,1,11,0,C,24,1,L,324,0,100,99,0,0
2221,2221,251248691,1,1,21,27,3,27,12,0,T,21,0,#,1,1,10,99,0,0
2223,2223,972465652,1,2,46,**,3,1,12,0,K,18,1,L,324,0,100,3,6,0
2227,2227,953014046,1,1,30,33,2,1,11,0,T,25,1,L,324,0,100,12,1,0
2238,2238,257354806,1,2,46,27,3,1,11,0,K,45,1,a,1,0,30,99,0,0
2242,2242,995806391,1,1,23,11,4,17,#,0,T,20,1,a,15284,0,70,99,0,0
2247,2247,940318785,1,2,40,1,2,8,#,0,D,31,1,L,980,1,50,99,0,0
2248,2248,255682439,1,2,78,13,4,8,11,500,T,78,1,L,240,0,5,99,0,0
2256,2256,516025521,1,1,37,25,4,1,11,0,K,28,1,L,130,0,120,99,0,0
2257,2257,985799817,1,2,45,40,4,99,#,0,Q,41,1,a,324,0,100,99,0,0
2260,2260,509134476,1,1,51,23,2,1,#,0,C,40,1,a,3340,0,60,99,0,0
2263,2263,988005981,1,2,15,41,2,1,16,0,Q,37,1,L,324,0,100,99,0,0
2264,2264,989892528,1,2,55,22,4,8,11,500,T,53,1,L,1340,0,70,99,0,0
2266,2266,252569456,1,1,60,**,4,1,#,500,T,60,#,#,1,0,40,99,0,0
2271,2271,257878205,1,2,36,**,2,1,#,500,T,35,1,L,1200,0,5,99,0,1
2273,2273,958668103,1,2,20,26,4,1,#,0,K,47,1,a,12800,0,20,99,0,0
2280,2280,964900360,1,2,39,**,4,1,11,0,S,35,1,L,324,0,100,99,0,0
2287,2287,252668146,1,2,12,**,4,1,#,0,K,45,1,L,1,0,20,99,0,0
2291,2291,506786199,1,1,32,**,2,1,#,0,C,18,1,L,324,0,100,99,0,0
2294,2294,942832859,1,2,44,23,4,1,11,0,T,38,1,L,410,0,100,99,0,0
2303,2303,257374426,1,1,59,**,4,1,#,500,T,58,1,L,540,0,5,99,0,1
2304,2304,205028813,1,2,36,7,2,1,#,0,H,28,1,L,1,0,70,99,0,0
2305,2305,907190591,1,1,34,23,2,1,#,0,Q,24,1,a,324,1,100,3,9,0
2307,2307,252767753,1,2,32,**,2,1,#,0,K,32,#,9,1382,0,5,99,0,0
2311,2311,303373051,1,1,48,13,4,99,#,0,T,29,1,L,240,0,100,99,0,0
2315,2315,958707961,1,2,48,29,4,1,11,0,K,41,1,L,1008,0,110,99,0,1
2316,2316,981704415,2,#,0,12,2,1,11,0,T,999,1,L,432,0,100,99,0,0
2323,2323,317081979,1,2,39,13,4,1,#,0,T,27,1,L,480,0,110,99,0,0
2326,2326,607278254,1,2,42,27,4,6,#,0,K,32,1,L,1296,0,100,99,0,0
2327,2327,947513757,1,2,30,**,2,1,#,0,N,21,1,L,432,0,100,3,7,0
2329,2329,514817476,1,2,37,23,2,99,#,0,C,21,1,a,2600,1,3,10,3,0
2331,2331,941825784,1,2,29,29,4,1,#,0,K,20,1,L,1007,0,110,99,0,1
2332,2332,978945003,2,#,0,44,4,1,12,0,T,999,1,0,1,0,40,99,0,0
2333,2333,965800013,1,1,50,**,4,1,11,0,T,46,1,L,500,0,100,99,0,0
2334,2334,947641373,1,1,26,**,2,1,12,0,K,17,1,a,324,0,100,10,3,0
2335,2335,957672949,1,2,36,11,90,1,12,0,T,30,1,L,324,0,100,99,0,0
2338,2338,606097318,1,2,37,13,4,1,#,0,K,26,1,L,12852,0,130,99,0,0
2342,2342,990889616,1,2,37,13,4,8,12,0,T,12,1,L,240,1,3,99,0,0
2345,2345,988604555,1,2,21,4,2,1,12,0,H,46,1,a,1480,0,50,99,0,1
2347,2347,614860139,1,2,69,26,2,1,#,0,K,57,1,L,1976,0,50,99,0,0
